Date,Jacket,Date,Coat,Date,Puffer,Date,FieldJacket,Date,Cardigan
2023-01-09,0.13764,2023-01-09,0.34149,2023-01-09,1.36389,2023-01-09,0.03108,2023-01-09,0.18468
2023-01-10,0.13813,2023-01-10,0.32316,2023-01-10,1.28987,2023-01-10,0.02815,2023-01-10,0.19158
2023-01-11,0.13931,2023-01-11,0.32818,2023-01-11,1.24164,2023-01-11,0.03122,2023-01-11,0.19618
2023-01-12,0.15304,2023-01-12,0.30769,2023-01-12,1.1194,2023-01-12,0.03038,2023-01-12,0.1959
2023-01-13,0.15074,2023-01-13,0.30309,2023-01-13,0.99235,2023-01-13,0.02927,2023-01-13,0.18754
2023-01-14,0.16147,2023-01-14,0.32727,2023-01-14,1.0534,2023-01-14,0.03094,2023-01-14,0.1904
2023-01-15,0.17325,2023-01-15,0.35466,2023-01-15,1.28708,2023-01-15,0.02822,2023-01-15,0.22455
2023-01-16,0.1382,2023-01-16,0.26699,2023-01-16,1.13258,2023-01-16,0.02724,2023-01-16,0.19067
2023-01-17,0.13583,2023-01-17,0.25918,2023-01-17,1.09647,2023-01-17,0.02418,2023-01-17,0.19256
2023-01-18,0.13611,2023-01-18,0.24678,2023-01-18,1.03145,2023-01-18,0.02362,2023-01-18,0.17276
2023-01-19,0.12739,2023-01-19,0.23632,2023-01-19,0.93179,2023-01-19,0.02571,2023-01-19,0.16949
2023-01-20,0.12384,2023-01-20,0.21632,2023-01-20,0.92705,2023-01-20,0.02648,2023-01-20,0.14412
2023-01-21,0.12718,2023-01-21,0.22106,2023-01-21,0.98106,2023-01-21,0.02348,2023-01-21,0.14788
2023-01-22,0.12586,2023-01-22,0.2343,2023-01-22,1.04142,2023-01-22,0.02425,2023-01-22,0.16712
2023-01-23,0.15116,2023-01-23,0.27326,2023-01-23,1.262,2023-01-23,0.0269,2023-01-23,0.18343
2023-01-24,0.16398,2023-01-24,0.30365,2023-01-24,1.81013,2023-01-24,0.03533,2023-01-24,0.21772
2023-01-25,0.13276,2023-01-25,0.25744,2023-01-25,1.88881,2023-01-25,0.03219,2023-01-25,0.21235
2023-01-26,0.14398,2023-01-26,0.25375,2023-01-26,1.53951,2023-01-26,0.03324,2023-01-26,0.21298
2023-01-27,0.14001,2023-01-27,0.23493,2023-01-27,1.33503,2023-01-27,0.03205,2023-01-27,0.19451
2023-01-28,0.15409,2023-01-28,0.2718,2023-01-28,1.47247,2023-01-28,0.03024,2023-01-28,0.20573
2023-01-29,0.18914,2023-01-29,0.30748,2023-01-29,1.43929,2023-01-29,0.0361,2023-01-29,0.22016
2023-01-30,0.16768,2023-01-30,0.2849,2023-01-30,1.14171,2023-01-30,0.03157,2023-01-30,0.20643
2023-01-31,0.16796,2023-01-31,0.29494,2023-01-31,1.00504,2023-01-31,0.03254,2023-01-31,0.2159
2023-02-01,0.17952,2023-02-01,0.318,2023-02-01,1.00615,2023-02-01,0.03651,2023-02-01,0.22719
2023-02-02,0.18747,2023-02-02,0.29605,2023-02-02,0.94148,2023-02-02,0.03261,2023-02-02,0.22503
2023-02-03,0.18838,2023-02-03,0.28497,2023-02-03,0.88426,2023-02-03,0.03317,2023-02-03,0.20078
2023-02-04,0.21723,2023-02-04,0.3463,2023-02-04,0.97577,2023-02-04,0.03596,2023-02-04,0.22615
2023-02-05,0.24211,2023-02-05,0.39529,2023-02-05,1.09529,2023-02-05,0.04014,2023-02-05,0.27695
2023-02-06,0.23179,2023-02-06,0.3587,2023-02-06,0.96225,2023-02-06,0.03714,2023-02-06,0.26964
2023-02-07,0.23807,2023-02-07,0.36254,2023-02-07,0.90454,2023-02-07,0.0423,2023-02-07,0.26587
2023-02-08,0.25681,2023-02-08,0.35452,2023-02-08,0.86649,2023-02-08,0.04132,2023-02-08,0.26566
2023-02-09,0.2511,2023-02-09,0.35578,2023-02-09,0.82314,2023-02-09,0.03986,2023-02-09,0.25821
2023-02-10,0.25124,2023-02-10,0.34964,2023-02-10,0.76007,2023-02-10,0.03812,2023-02-10,0.25138
2023-02-11,0.28929,2023-02-11,0.40693,2023-02-11,0.89618,2023-02-11,0.04097,2023-02-11,0.29933
2023-02-12,0.33571,2023-02-12,0.45627,2023-02-12,1.01159,2023-02-12,0.04564,2023-02-12,0.37104
2023-02-13,0.29619,2023-02-13,0.39292,2023-02-13,0.89193,2023-02-13,0.04662,2023-02-13,0.32058
2023-02-14,0.29027,2023-02-14,0.40157,2023-02-14,0.83122,2023-02-14,0.0416,2023-02-14,0.30609
2023-02-15,0.27981,2023-02-15,0.3808,2023-02-15,0.82356,2023-02-15,0.05108,2023-02-15,0.29793
2023-02-16,0.30107,2023-02-16,0.37181,2023-02-16,0.79631,2023-02-16,0.04509,2023-02-16,0.27856
2023-02-17,0.28225,2023-02-17,0.34518,2023-02-17,0.71086,2023-02-17,0.03888,2023-02-17,0.26183
2023-02-18,0.36574,2023-02-18,0.41725,2023-02-18,0.79491,2023-02-18,0.04843,2023-02-18,0.33933
2023-02-19,0.39042,2023-02-19,0.49649,2023-02-19,0.93702,2023-02-19,0.05394,2023-02-19,0.39481
2023-02-20,0.30929,2023-02-20,0.37864,2023-02-20,0.85199,2023-02-20,0.0508,2023-02-20,0.32665
2023-02-21,0.29563,2023-02-21,0.36644,2023-02-21,0.79575,2023-02-21,0.0476,2023-02-21,0.3249
2023-02-22,0.29208,2023-02-22,0.38247,2023-02-22,0.76474,2023-02-22,0.04446,2023-02-22,0.31382
2023-02-23,0.30957,2023-02-23,0.36979,2023-02-23,0.73247,2023-02-23,0.04948,2023-02-23,0.32783
2023-02-24,0.29772,2023-02-24,0.36763,2023-02-24,0.6549,2023-02-24,0.04906,2023-02-24,0.30588
2023-02-25,0.3463,2023-02-25,0.40582,2023-02-25,0.78146,2023-02-25,0.05401,2023-02-25,0.38846
2023-02-26,0.39864,2023-02-26,0.45077,2023-02-26,0.88266,2023-02-26,0.05638,2023-02-26,0.4254
2023-02-27,0.34895,2023-02-27,0.38052,2023-02-27,0.77972,2023-02-27,0.05603,2023-02-27,0.37313
2023-02-28,0.34567,2023-02-28,0.38365,2023-02-28,0.68543,2023-02-28,0.05791,2023-02-28,0.40261
2023-03-01,0.413,2023-03-01,0.48366,2023-03-01,0.88147,2023-03-01,0.06767,2023-03-01,0.49746
2023-03-02,0.33271,2023-03-02,0.36484,2023-03-02,0.79449,2023-03-02,0.05707,2023-03-02,0.33355
2023-03-03,0.31354,2023-03-03,0.36393,2023-03-03,0.66041,2023-03-03,0.05812,2023-03-03,0.30567
2023-03-04,0.45481,2023-03-04,0.50903,2023-03-04,0.76941,2023-03-04,0.07052,2023-03-04,0.48673
2023-03-05,0.51593,2023-03-05,0.6427,2023-03-05,0.77596,2023-03-05,0.08418,2023-03-05,0.52102
2023-03-06,0.44784,2023-03-06,0.55168,2023-03-06,0.72891,2023-03-06,0.07826,2023-03-06,0.47537
2023-03-07,0.46464,2023-03-07,0.51071,2023-03-07,0.60584,2023-03-07,0.08997,2023-03-07,0.49398
2023-03-08,0.46547,2023-03-08,0.50367,2023-03-08,0.49516,2023-03-08,0.08851,2023-03-08,0.55134
2023-03-09,0.47405,2023-03-09,0.4698,2023-03-09,0.41606,2023-03-09,0.083,2023-03-09,0.42261
2023-03-10,0.40205,2023-03-10,0.4238,2023-03-10,0.29821,2023-03-10,0.07345,2023-03-10,0.37048
2023-03-11,0.43864,2023-03-11,0.45411,2023-03-11,0.252,2023-03-11,0.07317,2023-03-11,0.38784
2023-03-12,0.52743,2023-03-12,0.5229,2023-03-12,0.35822,2023-03-12,0.07596,2023-03-12,0.43112
2023-03-13,0.39634,2023-03-13,0.40143,2023-03-13,0.3562,2023-03-13,0.06753,2023-03-13,0.35564
2023-03-14,0.43906,2023-03-14,0.44485,2023-03-14,0.31055,2023-03-14,0.06418,2023-03-14,0.40184
2023-03-15,0.44255,2023-03-15,0.50917,2023-03-15,0.31647,2023-03-15,0.07199,2023-03-15,0.39069
2023-03-16,0.41746,2023-03-16,0.43251,2023-03-16,0.33006,2023-03-16,0.06767,2023-03-16,0.3555
2023-03-17,0.3877,2023-03-17,0.39571,2023-03-17,0.32198,2023-03-17,0.06307,2023-03-17,0.32881
2023-03-18,0.46262,2023-03-18,0.46101,2023-03-18,0.31849,2023-03-18,0.06502,2023-03-18,0.37822
2023-03-19,0.50666,2023-03-19,0.49391,2023-03-19,0.32741,2023-03-19,0.07094,2023-03-19,0.44157
2023-03-20,0.42505,2023-03-20,0.43077,2023-03-20,0.30518,2023-03-20,0.07206,2023-03-20,0.38672
2023-03-21,0.44303,2023-03-21,0.42052,2023-03-21,0.24845,2023-03-21,0.07366,2023-03-21,0.42686
2023-03-22,0.40937,2023-03-22,0.39118,2023-03-22,0.20378,2023-03-22,0.06439,2023-03-22,0.40198
2023-03-23,0.38791,2023-03-23,0.33898,2023-03-23,0.15938,2023-03-23,0.0646,2023-03-23,0.36916
2023-03-24,0.3633,2023-03-24,0.31368,2023-03-24,0.15987,2023-03-24,0.05547,2023-03-24,0.33508
2023-03-25,0.40909,2023-03-25,0.34128,2023-03-25,0.17235,2023-03-25,0.06028,2023-03-25,0.37327
2023-03-26,0.47014,2023-03-26,0.37536,2023-03-26,0.22078,2023-03-26,0.06746,2023-03-26,0.44185
2023-03-27,0.38421,2023-03-27,0.31947,2023-03-27,0.25249,2023-03-27,0.06119,2023-03-27,0.39306
2023-03-28,0.37857,2023-03-28,0.31069,2023-03-28,0.22482,2023-03-28,0.06174,2023-03-28,0.37216
2023-03-29,0.37062,2023-03-29,0.29215,2023-03-29,0.17165,2023-03-29,0.05861,2023-03-29,0.3755
2023-03-30,0.37006,2023-03-30,0.25835,2023-03-30,0.13889,2023-03-30,0.04955,2023-03-30,0.3532
2023-03-31,0.31083,2023-03-31,0.22259,2023-03-31,0.1138,2023-03-31,0.0462,2023-03-31,0.32818
2023-04-01,0.2888,2023-04-01,0.19458,2023-04-01,0.0945,2023-04-01,0.04028,2023-04-01,0.34038
2023-04-02,0.29591,2023-04-02,0.17158,2023-04-02,0.10795,2023-04-02,0.04383,2023-04-02,0.38742
2023-04-03,0.26016,2023-04-03,0.15694,2023-04-03,0.09952,2023-04-03,0.03979,2023-04-03,0.35717
2023-04-04,0.25876,2023-04-04,0.15339,2023-04-04,0.08837,2023-04-04,0.04056,2023-04-04,0.33891
2023-04-05,0.25507,2023-04-05,0.17067,2023-04-05,0.11136,2023-04-05,0.04265,2023-04-05,0.30678
2023-04-06,0.2665,2023-04-06,0.18161,2023-04-06,0.15973,2023-04-06,0.04139,2023-04-06,0.30434
2023-04-07,0.2527,2023-04-07,0.18196,2023-04-07,0.15269,2023-04-07,0.03881,2023-04-07,0.27577
2023-04-08,0.29995,2023-04-08,0.1805,2023-04-08,0.17778,2023-04-08,0.03763,2023-04-08,0.30156
2023-04-09,0.30811,2023-04-09,0.18712,2023-04-09,0.15639,2023-04-09,0.04125,2023-04-09,0.34741
2023-04-10,0.27556,2023-04-10,0.15736,2023-04-10,0.13673,2023-04-10,0.03993,2023-04-10,0.33355
2023-04-11,0.28128,2023-04-11,0.17785,2023-04-11,0.1536,2023-04-11,0.04139,2023-04-11,0.31396
2023-04-12,0.27716,2023-04-12,0.16991,2023-04-12,0.14328,2023-04-12,0.04014,2023-04-12,0.30992
2023-04-13,0.26546,2023-04-13,0.15074,2023-04-13,0.12112,2023-04-13,0.03874,2023-04-13,0.31034
2023-04-14,0.25312,2023-04-14,0.13785,2023-04-14,0.09596,2023-04-14,0.03421,2023-04-14,0.27061
2023-04-15,0.28413,2023-04-15,0.15499,2023-04-15,0.10879,2023-04-15,0.03407,2023-04-15,0.29034
2023-04-16,0.29696,2023-04-16,0.14335,2023-04-16,0.13527,2023-04-16,0.0384,2023-04-16,0.33313
2023-04-17,0.26183,2023-04-17,0.13206,2023-04-17,0.12398,2023-04-17,0.03512,2023-04-17,0.31996
2023-04-18,0.24768,2023-04-18,0.13025,2023-04-18,0.11422,2023-04-18,0.03526,2023-04-18,0.31612
2023-04-19,0.21395,2023-04-19,0.09833,2023-04-19,0.0837,2023-04-19,0.03226,2023-04-19,0.29194
2023-04-20,0.19507,2023-04-20,0.08753,2023-04-20,0.0738,2023-04-20,0.0278,2023-04-20,0.25772
2023-04-21,0.17179,2023-04-21,0.07882,2023-04-21,0.07157,2023-04-21,0.02188,2023-04-21,0.23235
2023-04-22,0.19395,2023-04-22,0.07826,2023-04-22,0.07087,2023-04-22,0.02383,2023-04-22,0.25863
2023-04-23,0.21458,2023-04-23,0.08007,2023-04-23,0.08446,2023-04-23,0.0223,2023-04-23,0.28058
2023-04-24,0.1844,2023-04-24,0.08537,2023-04-24,0.08195,2023-04-24,0.02341,2023-04-24,0.27396
2023-04-25,0.21395,2023-04-25,0.09527,2023-04-25,0.11213,2023-04-25,0.02989,2023-04-25,0.28142
2023-04-26,0.2067,2023-04-26,0.10621,2023-04-26,0.14335,2023-04-26,0.0308,2023-04-26,0.27138
2023-04-27,0.19353,2023-04-27,0.09046,2023-04-27,0.10802,2023-04-27,0.02731,2023-04-27,0.24511
2023-04-28,0.16259,2023-04-28,0.07478,2023-04-28,0.07673,2023-04-28,0.02048,2023-04-28,0.21695
2023-04-29,0.1973,2023-04-29,0.09136,2023-04-29,0.09248,2023-04-29,0.02425,2023-04-29,0.25389
2023-04-30,0.20022,2023-04-30,0.08586,2023-04-30,0.10237,2023-04-30,0.02397,2023-04-30,0.26023
2023-05-01,0.18266,2023-05-01,0.0692,2023-05-01,0.09136,2023-05-01,0.02271,2023-05-01,0.26183
2023-05-02,0.16308,2023-05-02,0.06251,2023-05-02,0.08168,2023-05-02,0.02258,2023-05-02,0.25744
2023-05-03,0.1543,2023-05-03,0.05429,2023-05-03,0.06913,2023-05-03,0.01867,2023-05-03,0.24782
2023-05-04,0.12976,2023-05-04,0.04467,2023-05-04,0.06453,2023-05-04,0.01575,2023-05-04,0.20622
2023-05-05,0.15046,2023-05-05,0.05394,2023-05-05,0.07464,2023-05-05,0.01658,2023-05-05,0.21827
2023-05-06,0.15701,2023-05-06,0.06021,2023-05-06,0.08976,2023-05-06,0.01832,2023-05-06,0.22838
2023-05-07,0.17353,2023-05-07,0.0685,2023-05-07,0.11255,2023-05-07,0.0223,2023-05-07,0.26113
2023-05-08,0.15011,2023-05-08,0.05735,2023-05-08,0.0929,2023-05-08,0.01909,2023-05-08,0.22984
2023-05-09,0.14572,2023-05-09,0.0476,2023-05-09,0.08168,2023-05-09,0.01916,2023-05-09,0.24162
2023-05-10,0.13722,2023-05-10,0.04578,2023-05-10,0.07192,2023-05-10,0.01554,2023-05-10,0.23395
2023-05-11,0.12767,2023-05-11,0.04223,2023-05-11,0.06746,2023-05-11,0.01163,2023-05-11,0.21005
2023-05-12,0.1099,2023-05-12,0.03916,2023-05-12,0.06021,2023-05-12,0.01149,2023-05-12,0.17966
2023-05-13,0.11617,2023-05-13,0.03777,2023-05-13,0.07171,2023-05-13,0.0131,2023-05-13,0.19437
2023-05-14,0.11185,2023-05-14,0.03421,2023-05-14,0.07505,2023-05-14,0.01149,2023-05-14,0.21423
2023-05-15,0.09757,2023-05-15,0.03296,2023-05-15,0.07192,2023-05-15,0.01129,2023-05-15,0.19304
2023-05-16,0.09199,2023-05-16,0.03108,2023-05-16,0.06488,2023-05-16,0.00975,2023-05-16,0.1706
2023-05-17,0.08746,2023-05-17,0.02954,2023-05-17,0.06369,2023-05-17,0.01149,2023-05-17,0.15207
2023-05-18,0.08795,2023-05-18,0.03073,2023-05-18,0.06495,2023-05-18,0.00864,2023-05-18,0.13151
2023-05-19,0.08021,2023-05-19,0.02606,2023-05-19,0.06509,2023-05-19,0.00745,2023-05-19,0.12663
2023-05-20,0.07317,2023-05-20,0.02836,2023-05-20,0.06286,2023-05-20,0.00885,2023-05-20,0.12419
2023-05-21,0.08641,2023-05-21,0.03296,2023-05-21,0.07833,2023-05-21,0.01066,2023-05-21,0.14914
2023-05-22,0.08063,2023-05-22,0.03407,2023-05-22,0.07338,2023-05-22,0.00885,2023-05-22,0.15646
2023-05-23,0.0791,2023-05-23,0.03212,2023-05-23,0.14544,2023-05-23,0.00836,2023-05-23,0.15464
2023-05-24,0.07624,2023-05-24,0.02627,2023-05-24,0.1007,2023-05-24,0.00919,2023-05-24,0.15311
2023-05-25,0.06418,2023-05-25,0.02961,2023-05-25,0.07303,2023-05-25,0.00975,2023-05-25,0.13339
2023-05-26,0.06836,2023-05-26,0.02634,2023-05-26,0.06126,2023-05-26,0.00815,2023-05-26,0.10962
2023-05-27,0.06732,2023-05-27,0.02941,2023-05-27,0.06641,2023-05-27,0.00676,2023-05-27,0.11652
2023-05-28,0.07519,2023-05-28,0.03073,2023-05-28,0.08209,2023-05-28,0.00892,2023-05-28,0.13924
2023-05-29,0.07763,2023-05-29,0.0338,2023-05-29,0.0814,2023-05-29,0.00822,2023-05-29,0.12377
2023-05-30,0.06523,2023-05-30,0.03059,2023-05-30,0.06592,2023-05-30,0.00724,2023-05-30,0.11206
2023-05-31,0.05965,2023-05-31,0.02634,2023-05-31,0.07073,2023-05-31,0.00745,2023-05-31,0.12502
2023-06-01,0.05735,2023-06-01,0.03338,2023-06-01,0.06934,2023-06-01,0.00724,2023-06-01,0.12656
2023-06-02,0.05721,2023-06-02,0.02808,2023-06-02,0.06063,2023-06-02,0.00864,2023-06-02,0.10586
2023-06-03,0.0547,2023-06-03,0.02961,2023-06-03,0.06335,2023-06-03,0.00676,2023-06-03,0.10642
2023-06-04,0.0623,2023-06-04,0.03115,2023-06-04,0.06335,2023-06-04,0.00926,2023-06-04,0.11164
2023-06-05,0.05338,2023-06-05,0.02711,2023-06-05,0.06725,2023-06-05,0.00919,2023-06-05,0.1099
2023-06-06,0.05735,2023-06-06,0.02948,2023-06-06,0.0754,2023-06-06,0.00885,2023-06-06,0.11924
2023-06-07,0.05443,2023-06-07,0.03017,2023-06-07,0.06725,2023-06-07,0.00745,2023-06-07,0.12565
2023-06-08,0.05366,2023-06-08,0.03157,2023-06-08,0.07045,2023-06-08,0.00669,2023-06-08,0.13206
2023-06-09,0.04815,2023-06-09,0.03031,2023-06-09,0.06955,2023-06-09,0.00829,2023-06-09,0.09624
2023-06-10,0.05296,2023-06-10,0.02759,2023-06-10,0.06746,2023-06-10,0.00752,2023-06-10,0.09436
2023-06-11,0.05066,2023-06-11,0.02843,2023-06-11,0.08697,2023-06-11,0.00724,2023-06-11,0.0954
2023-06-12,0.04927,2023-06-12,0.03122,2023-06-12,0.08307,2023-06-12,0.00606,2023-06-12,0.09436
2023-06-13,0.05192,2023-06-13,0.02948,2023-06-13,0.08021,2023-06-13,0.00794,2023-06-13,0.09903
2023-06-14,0.05192,2023-06-14,0.02934,2023-06-14,0.08279,2023-06-14,0.00676,2023-06-14,0.09889
2023-06-15,0.04906,2023-06-15,0.02557,2023-06-15,0.07394,2023-06-15,0.00717,2023-06-15,0.09359
2023-06-16,0.0446,2023-06-16,0.02787,2023-06-16,0.06822,2023-06-16,0.00669,2023-06-16,0.083
2023-06-17,0.04397,2023-06-17,0.02731,2023-06-17,0.0784,2023-06-17,0.00613,2023-06-17,0.07631
2023-06-18,0.04648,2023-06-18,0.02989,2023-06-18,0.09074,2023-06-18,0.00682,2023-06-18,0.08607
2023-06-19,0.04251,2023-06-19,0.02752,2023-06-19,0.08384,2023-06-19,0.0062,2023-06-19,0.08627
2023-06-20,0.04355,2023-06-20,0.02683,2023-06-20,0.08042,2023-06-20,0.00585,2023-06-20,0.08641
2023-06-21,0.04829,2023-06-21,0.02934,2023-06-21,0.08892,2023-06-21,0.00696,2023-06-21,0.09638
2023-06-22,0.04829,2023-06-22,0.02711,2023-06-22,0.07408,2023-06-22,0.00759,2023-06-22,0.08446
2023-06-23,0.04111,2023-06-23,0.02718,2023-06-23,0.07268,2023-06-23,0.00682,2023-06-23,0.07673
2023-06-24,0.0416,2023-06-24,0.03317,2023-06-24,0.07742,2023-06-24,0.00494,2023-06-24,0.07345
2023-06-25,0.043,2023-06-25,0.03394,2023-06-25,0.09408,2023-06-25,0.00459,2023-06-25,0.0846
2023-06-26,0.03993,2023-06-26,0.03519,2023-06-26,0.08021,2023-06-26,0.00522,2023-06-26,0.08809
2023-06-27,0.04035,2023-06-27,0.02968,2023-06-27,0.08565,2023-06-27,0.00703,2023-06-27,0.08474
2023-06-28,0.04244,2023-06-28,0.02954,2023-06-28,0.08042,2023-06-28,0.00717,2023-06-28,0.08565
2023-06-29,0.03937,2023-06-29,0.03331,2023-06-29,0.09283,2023-06-29,0.00543,2023-06-29,0.0869
2023-06-30,0.03658,2023-06-30,0.03226,2023-06-30,0.09791,2023-06-30,0.00564,2023-06-30,0.07575
2023-07-01,0.04021,2023-07-01,0.02801,2023-07-01,0.08906,2023-07-01,0.00529,2023-07-01,0.07268
2023-07-02,0.04425,2023-07-02,0.03226,2023-07-02,0.09743,2023-07-02,0.00487,2023-07-02,0.08098
2023-07-03,0.03979,2023-07-03,0.03122,2023-07-03,0.08481,2023-07-03,0.00529,2023-07-03,0.08209
2023-07-04,0.04063,2023-07-04,0.03254,2023-07-04,0.09429,2023-07-04,0.0055,2023-07-04,0.09227
2023-07-05,0.04056,2023-07-05,0.03672,2023-07-05,0.09129,2023-07-05,0.00676,2023-07-05,0.08816
2023-07-06,0.04077,2023-07-06,0.03693,2023-07-06,0.0961,2023-07-06,0.00564,2023-07-06,0.08641
2023-07-07,0.03763,2023-07-07,0.03115,2023-07-07,0.08648,2023-07-07,0.0071,2023-07-07,0.07812
2023-07-08,0.04049,2023-07-08,0.02899,2023-07-08,0.09039,2023-07-08,0.00418,2023-07-08,0.08216
2023-07-09,0.04153,2023-07-09,0.03526,2023-07-09,0.10788,2023-07-09,0.00585,2023-07-09,0.09387
2023-07-10,0.04021,2023-07-10,0.03428,2023-07-10,0.10084,2023-07-10,0.00571,2023-07-10,0.08669
2023-07-11,0.04111,2023-07-11,0.0384,2023-07-11,0.11861,2023-07-11,0.00578,2023-07-11,0.09018
2023-07-12,0.03944,2023-07-12,0.03463,2023-07-12,0.10314,2023-07-12,0.00557,2023-07-12,0.08195
2023-07-13,0.04355,2023-07-13,0.04279,2023-07-13,0.11959,2023-07-13,0.00662,2023-07-13,0.09492
2023-07-14,0.03916,2023-07-14,0.03742,2023-07-14,0.10656,2023-07-14,0.00676,2023-07-14,0.08523
2023-07-15,0.04467,2023-07-15,0.03972,2023-07-15,0.12168,2023-07-15,0.00745,2023-07-15,0.08739
2023-07-16,0.04983,2023-07-16,0.04481,2023-07-16,0.14705,2023-07-16,0.00655,2023-07-16,0.09687
2023-07-17,0.0469,2023-07-17,0.04097,2023-07-17,0.11562,2023-07-17,0.00613,2023-07-17,0.09011
2023-07-18,0.04495,2023-07-18,0.03902,2023-07-18,0.13185,2023-07-18,0.00857,2023-07-18,0.09276
2023-07-19,0.04237,2023-07-19,0.03895,2023-07-19,0.11471,2023-07-19,0.00752,2023-07-19,0.08168
2023-07-20,0.04383,2023-07-20,0.037,2023-07-20,0.10349,2023-07-20,0.00634,2023-07-20,0.08105
2023-07-21,0.03881,2023-07-21,0.0361,2023-07-21,0.10997,2023-07-21,0.00515,2023-07-21,0.07485
2023-07-22,0.04216,2023-07-22,0.03951,2023-07-22,0.11513,2023-07-22,0.00724,2023-07-22,0.07317
2023-07-23,0.04648,2023-07-23,0.04732,2023-07-23,0.1329,2023-07-23,0.00724,2023-07-23,0.09171
2023-07-24,0.04077,2023-07-24,0.04355,2023-07-24,0.1237,2023-07-24,0.00564,2023-07-24,0.08188
2023-07-25,0.04223,2023-07-25,0.04195,2023-07-25,0.12621,2023-07-25,0.00752,2023-07-25,0.07575
2023-07-26,0.0455,2023-07-26,0.04167,2023-07-26,0.12795,2023-07-26,0.00564,2023-07-26,0.08293
2023-07-27,0.04502,2023-07-27,0.03909,2023-07-27,0.12342,2023-07-27,0.00648,2023-07-27,0.07903
2023-07-28,0.04125,2023-07-28,0.04362,2023-07-28,0.11938,2023-07-28,0.00703,2023-07-28,0.13415
2023-07-29,0.03888,2023-07-29,0.04028,2023-07-29,0.11778,2023-07-29,0.00592,2023-07-29,0.07303
2023-07-30,0.043,2023-07-30,0.04432,2023-07-30,0.14726,2023-07-30,0.00682,2023-07-30,0.0754
2023-07-31,0.04146,2023-07-31,0.04097,2023-07-31,0.13046,2023-07-31,0.00822,2023-07-31,0.07875
2023-08-01,0.04662,2023-08-01,0.04948,2023-08-01,0.1474,2023-08-01,0.00641,2023-08-01,0.07568
2023-08-02,0.04383,2023-08-02,0.04641,2023-08-02,0.1405,2023-08-02,0.00787,2023-08-02,0.07533
2023-08-03,0.05261,2023-08-03,0.04523,2023-08-03,0.13367,2023-08-03,0.00696,2023-08-03,0.07798
2023-08-04,0.04669,2023-08-04,0.04223,2023-08-04,0.13213,2023-08-04,0.0062,2023-08-04,0.06962
2023-08-05,0.04753,2023-08-05,0.04606,2023-08-05,0.14147,2023-08-05,0.00745,2023-08-05,0.0715
2023-08-06,0.05575,2023-08-06,0.05631,2023-08-06,0.17639,2023-08-06,0.0071,2023-08-06,0.08209
2023-08-07,0.04697,2023-08-07,0.05659,2023-08-07,0.15771,2023-08-07,0.00745,2023-08-07,0.08265
2023-08-08,0.057,2023-08-08,0.06105,2023-08-08,0.18545,2023-08-08,0.00926,2023-08-08,0.08983
2023-08-09,0.06042,2023-08-09,0.06516,2023-08-09,0.17952,2023-08-09,0.01672,2023-08-09,0.0908
2023-08-10,0.07345,2023-08-10,0.07268,2023-08-10,0.21848,2023-08-10,0.0223,2023-08-10,0.11534
2023-08-11,0.06572,2023-08-11,0.06885,2023-08-11,0.18545,2023-08-11,0.0124,2023-08-11,0.10189
2023-08-12,0.07227,2023-08-12,0.07241,2023-08-12,0.18378,2023-08-12,0.01226,2023-08-12,0.11485
2023-08-13,0.07408,2023-08-13,0.08293,2023-08-13,0.22016,2023-08-13,0.01414,2023-08-13,0.11359
2023-08-14,0.06941,2023-08-14,0.07352,2023-08-14,0.20399,2023-08-14,0.01038,2023-08-14,0.0984
2023-08-15,0.08342,2023-08-15,0.09206,2023-08-15,0.23521,2023-08-15,0.01582,2023-08-15,0.11917
2023-08-16,0.08105,2023-08-16,0.08042,2023-08-16,0.21932,2023-08-16,0.01428,2023-08-16,0.1138
2023-08-17,0.08669,2023-08-17,0.07882,2023-08-17,0.21946,2023-08-17,0.014,2023-08-17,0.11576
2023-08-18,0.08495,2023-08-18,0.07659,2023-08-18,0.19813,2023-08-18,0.01407,2023-08-18,0.10997
2023-08-19,0.08216,2023-08-19,0.08439,2023-08-19,0.21695,2023-08-19,0.01198,2023-08-19,0.10851
2023-08-20,0.09192,2023-08-20,0.08857,2023-08-20,0.27368,2023-08-20,0.0117,2023-08-20,0.129
2023-08-21,0.09122,2023-08-21,0.09457,2023-08-21,0.22803,2023-08-21,0.01505,2023-08-21,0.12217
2023-08-22,0.09547,2023-08-22,0.09763,2023-08-22,0.22705,2023-08-22,0.01575,2023-08-22,0.13401
2023-08-23,0.10927,2023-08-23,0.10955,2023-08-23,0.24782,2023-08-23,0.01818,2023-08-23,0.14189
2023-08-24,0.10391,2023-08-24,0.10446,2023-08-24,0.2472,2023-08-24,0.01728,2023-08-24,0.15297
2023-08-25,0.10565,2023-08-25,0.09227,2023-08-25,0.22503,2023-08-25,0.01602,2023-08-25,0.13931
2023-08-26,0.11652,2023-08-26,0.11178,2023-08-26,0.2396,2023-08-26,0.01672,2023-08-26,0.14754
2023-08-27,0.13095,2023-08-27,0.11471,2023-08-27,0.30156,2023-08-27,0.01923,2023-08-27,0.17437
2023-08-28,0.13618,2023-08-28,0.12593,2023-08-28,0.29793,2023-08-28,0.02069,2023-08-28,0.22259
