Date,Jacket,Date,Coat,Date,Puffer,Date,FieldJacket,Date,Cardigan
2016-01-01,0.10126,2016-01-01,0.6726,2016-01-01,1.08595,2016-01-01,0.15499,2016-01-01,0.10788
2016-01-02,0.12245,2016-01-02,0.76501,2016-01-02,1.04797,2016-01-02,0.15841,2016-01-02,0.12935
2016-01-03,0.13116,2016-01-03,0.79554,2016-01-03,1.05814,2016-01-03,0.17959,2016-01-03,0.1451
2016-01-04,0.12935,2016-01-04,0.72926,2016-01-04,0.96343,2016-01-04,0.15478,2016-01-04,0.1497
2016-01-05,0.12837,2016-01-05,0.68982,2016-01-05,1.07215,2016-01-05,0.16419,2016-01-05,0.16259
2016-01-06,0.1382,2016-01-06,0.70654,2016-01-06,1.10316,2016-01-06,0.15952,2016-01-06,0.16691
2016-01-07,0.13116,2016-01-07,0.75881,2016-01-07,1.09731,2016-01-07,0.16754,2016-01-07,0.16001
2016-01-08,0.12258,2016-01-08,0.74125,2016-01-08,1.05264,2016-01-08,0.14691,2016-01-08,0.14572
2016-01-09,0.1198,2016-01-09,0.72689,2016-01-09,0.95172,2016-01-09,0.13624,2016-01-09,0.14091
2016-01-10,0.14057,2016-01-10,0.82244,2016-01-10,1.0511,2016-01-10,0.15562,2016-01-10,0.17395
2016-01-11,0.14419,2016-01-11,0.79087,2016-01-11,1.08581,2016-01-11,0.16043,2016-01-11,0.17395
2016-01-12,0.13269,2016-01-12,0.717,2016-01-12,1.18589,2016-01-12,0.15457,2016-01-12,0.18461
2016-01-13,0.14419,2016-01-13,0.74773,2016-01-13,1.24994,2016-01-13,0.15374,2016-01-13,0.19158
2016-01-14,0.15778,2016-01-14,0.63866,2016-01-14,1.2114,2016-01-14,0.14238,2016-01-14,0.17688
2016-01-15,0.15318,2016-01-15,0.60186,2016-01-15,0.99709,2016-01-15,0.11945,2016-01-15,0.16893
2016-01-16,0.15283,2016-01-16,0.61559,2016-01-16,0.9297,2016-01-16,0.126,2016-01-16,0.16384
2016-01-17,0.17478,2016-01-17,0.77038,2016-01-17,1.18464,2016-01-17,0.1628,2016-01-17,0.20559
2016-01-18,0.18092,2016-01-18,0.71567,2016-01-18,1.56272,2016-01-18,0.16001,2016-01-18,0.21284
2016-01-19,0.1628,2016-01-19,0.68522,2016-01-19,1.98841,2016-01-19,0.17681,2016-01-19,0.21096
2016-01-20,0.16217,2016-01-20,0.63573,2016-01-20,1.76511,2016-01-20,0.16949,2016-01-20,0.19932
2016-01-21,0.16015,2016-01-21,0.62723,2016-01-21,1.46132,2016-01-21,0.15018,2016-01-21,0.20155
2016-01-22,0.15332,2016-01-22,0.61887,2016-01-22,1.32151,2016-01-22,0.13527,2016-01-22,0.18405
2016-01-23,0.15639,2016-01-23,0.59643,2016-01-23,1.59234,2016-01-23,0.16677,2016-01-23,0.19423
2016-01-24,0.17681,2016-01-24,0.69149,2016-01-24,1.94889,2016-01-24,0.18315,2016-01-24,0.22301
2016-01-25,0.17534,2016-01-25,0.63239,2016-01-25,1.5138,2016-01-25,0.15715,2016-01-25,0.21772
2016-01-26,0.18879,2016-01-26,0.65239,2016-01-26,1.16178,2016-01-26,0.14677,2016-01-26,0.24559
2016-01-27,0.19799,2016-01-27,0.65776,2016-01-27,0.88614,2016-01-27,0.12698,2016-01-27,0.24106
2016-01-28,0.20043,2016-01-28,0.66884,2016-01-28,0.82969,2016-01-28,0.12252,2016-01-28,0.25368
2016-01-29,0.2065,2016-01-29,0.62354,2016-01-29,0.70375,2016-01-29,0.12091,2016-01-29,0.22852
2016-01-30,0.21611,2016-01-30,0.67211,2016-01-30,0.6503,2016-01-30,0.1244,2016-01-30,0.22301
2016-01-31,0.24371,2016-01-31,0.7554,2016-01-31,0.73184,2016-01-31,0.12969,2016-01-31,0.29138
2016-02-01,0.23152,2016-02-01,0.67741,2016-02-01,0.71728,2016-02-01,0.11847,2016-02-01,0.29807
2016-02-02,0.23618,2016-02-02,0.64375,2016-02-02,0.67309,2016-02-02,0.1138,2016-02-02,0.28281
2016-02-03,0.22036,2016-02-03,0.61657,2016-02-03,0.57197,2016-02-03,0.10823,2016-02-03,0.28267
2016-02-04,0.21653,2016-02-04,0.60242,2016-02-04,0.476,2016-02-04,0.09777,2016-02-04,0.27187
2016-02-05,0.21946,2016-02-05,0.61016,2016-02-05,0.46213,2016-02-05,0.09659,2016-02-05,0.23981
2016-02-06,0.23709,2016-02-06,0.6381,2016-02-06,0.48213,2016-02-06,0.09708,2016-02-06,0.2612
2016-02-07,0.2373,2016-02-07,0.53398,2016-02-07,0.4316,2016-02-07,0.08753,2016-02-07,0.25835
2016-02-08,0.22385,2016-02-08,0.56667,2016-02-08,0.43126,2016-02-08,0.08655,2016-02-08,0.27521
2016-02-09,0.28727,2016-02-09,0.66549,2016-02-09,0.47223,2016-02-09,0.11582,2016-02-09,0.33522
2016-02-10,0.33898,2016-02-10,0.77303,2016-02-10,0.47711,2016-02-10,0.13304,2016-02-10,0.43063
2016-02-11,0.35397,2016-02-11,0.76355,2016-02-11,0.37899,2016-02-11,0.13367,2016-02-11,0.46094
2016-02-12,0.39334,2016-02-12,0.6742,2016-02-12,0.31849,2016-02-12,0.126,2016-02-12,0.45788
2016-02-13,0.39035,2016-02-13,0.72194,2016-02-13,0.29751,2016-02-13,0.13576,2016-02-13,0.50018
2016-02-14,0.38986,2016-02-14,0.7294,2016-02-14,0.36693,2016-02-14,0.15158,2016-02-14,0.50367
2016-02-15,0.36052,2016-02-15,0.65295,2016-02-15,0.4247,2016-02-15,0.13018,2016-02-15,0.44784
2016-02-16,0.36003,2016-02-16,0.68389,2016-02-16,0.42749,2016-02-16,0.13339,2016-02-16,0.47837
2016-02-17,0.3463,2016-02-17,0.6657,2016-02-17,0.37257,2016-02-17,0.13792,2016-02-17,0.48102
2016-02-18,0.37376,2016-02-18,0.64563,2016-02-18,0.31877,2016-02-18,0.14328,2016-02-18,0.51698
2016-02-19,0.36219,2016-02-19,0.60751,2016-02-19,0.2603,2016-02-19,0.12565,2016-02-19,0.47007
2016-02-20,0.37745,2016-02-20,0.62598,2016-02-20,0.27082,2016-02-20,0.12921,2016-02-20,0.4652
2016-02-21,0.45098,2016-02-21,0.7087,2016-02-21,0.33362,2016-02-21,0.16085,2016-02-21,0.53301
2016-02-22,0.40456,2016-02-22,0.65762,2016-02-22,0.29877,2016-02-22,0.16802,2016-02-22,0.53949
2016-02-23,0.42206,2016-02-23,0.71498,2016-02-23,0.31229,2016-02-23,0.16865,2016-02-23,0.54548
2016-02-24,0.39968,2016-02-24,0.62187,2016-02-24,0.3155,2016-02-24,0.15464,2016-02-24,0.50171
2016-02-25,0.38958,2016-02-25,0.61155,2016-02-25,0.28671,2016-02-25,0.15423,2016-02-25,0.47335
2016-02-26,0.34762,2016-02-26,0.56527,2016-02-26,0.24343,2016-02-26,0.14614,2016-02-26,0.44101
2016-02-27,0.38686,2016-02-27,0.62298,2016-02-27,0.26601,2016-02-27,0.166,2016-02-27,0.50151
2016-02-28,0.45718,2016-02-28,0.71957,2016-02-28,0.29835,2016-02-28,0.18872,2016-02-28,0.56221
2016-02-29,0.37968,2016-02-29,0.6319,2016-02-29,0.32344,2016-02-29,0.15353,2016-02-29,0.49718
2016-03-01,0.44429,2016-03-01,0.70431,2016-03-01,0.32867,2016-03-01,0.20928,2016-03-01,0.50304
2016-03-02,0.36902,2016-03-02,0.59441,2016-03-02,0.23395,2016-03-02,0.17074,2016-03-02,0.41955
2016-03-03,0.39481,2016-03-03,0.55782,2016-03-03,0.18141,2016-03-03,0.16907,2016-03-03,0.47593
2016-03-04,0.40059,2016-03-04,0.58535,2016-03-04,0.1437,2016-03-04,0.18454,2016-03-04,0.50283
2016-03-05,0.49454,2016-03-05,0.65992,2016-03-05,0.14733,2016-03-05,0.21625,2016-03-05,0.58207
2016-03-06,0.54639,2016-03-06,0.78564,2016-03-06,0.13394,2016-03-06,0.24357,2016-03-06,0.66647
2016-03-07,0.49955,2016-03-07,0.67588,2016-03-07,0.12175,2016-03-07,0.24469,2016-03-07,0.66389
2016-03-08,0.45098,2016-03-08,0.61873,2016-03-08,0.15471,2016-03-08,0.23716,2016-03-08,0.61044
2016-03-09,0.39585,2016-03-09,0.53545,2016-03-09,0.17123,2016-03-09,0.21116,2016-03-09,0.50541
2016-03-10,0.38268,2016-03-10,0.48241,2016-03-10,0.17555,2016-03-10,0.1812,2016-03-10,0.46115
2016-03-11,0.35187,2016-03-11,0.47663,2016-03-11,0.16531,2016-03-11,0.16705,2016-03-11,0.41174
2016-03-12,0.40637,2016-03-12,0.54869,2016-03-12,0.17695,2016-03-12,0.17667,2016-03-12,0.50994
2016-03-13,0.51412,2016-03-13,0.64361,2016-03-13,0.16698,2016-03-13,0.22887,2016-03-13,0.62451
2016-03-14,0.45983,2016-03-14,0.60152,2016-03-14,0.13813,2016-03-14,0.21277,2016-03-14,0.562
2016-03-15,0.44833,2016-03-15,0.60103,2016-03-15,0.12384,2016-03-15,0.20789,2016-03-15,0.61051
2016-03-16,0.49077,2016-03-16,0.63789,2016-03-16,0.1007,2016-03-16,0.23988,2016-03-16,0.64208
2016-03-17,0.49077,2016-03-17,0.60779,2016-03-17,0.08899,2016-03-17,0.22364,2016-03-17,0.64898
2016-03-18,0.45934,2016-03-18,0.5696,2016-03-18,0.07199,2016-03-18,0.21158,2016-03-18,0.61984
2016-03-19,0.50269,2016-03-19,0.60667,2016-03-19,0.07004,2016-03-19,0.23019,2016-03-19,0.68933
2016-03-20,0.53782,2016-03-20,0.69407,2016-03-20,0.07951,2016-03-20,0.2619,2016-03-20,0.79777
2016-03-21,0.48638,2016-03-21,0.62396,2016-03-21,0.06648,2016-03-21,0.24706,2016-03-21,0.7494
2016-03-22,0.43272,2016-03-22,0.58437,2016-03-22,0.06132,2016-03-22,0.26295,2016-03-22,0.68689
2016-03-23,0.43404,2016-03-23,0.54681,2016-03-23,0.06753,2016-03-23,0.23507,2016-03-23,0.61232
2016-03-24,0.38979,2016-03-24,0.47251,2016-03-24,0.07701,2016-03-24,0.20169,2016-03-24,0.51112
2016-03-25,0.35857,2016-03-25,0.43272,2016-03-25,0.07268,2016-03-25,0.18935,2016-03-25,0.53308
2016-03-26,0.40003,2016-03-26,0.51328,2016-03-26,0.07387,2016-03-26,0.20447,2016-03-26,0.57914
2016-03-27,0.46624,2016-03-27,0.59719,2016-03-27,0.08216,2016-03-27,0.22113,2016-03-27,0.68062
2016-03-28,0.40024,2016-03-28,0.53064,2016-03-28,0.06188,2016-03-28,0.21716,2016-03-28,0.63622
2016-03-29,0.40219,2016-03-29,0.5199,2016-03-29,0.05812,2016-03-29,0.21813,2016-03-29,0.59942
2016-03-30,0.36749,2016-03-30,0.43913,2016-03-30,0.05742,2016-03-30,0.20176,2016-03-30,0.55928
2016-03-31,0.35724,2016-03-31,0.40038,2016-03-31,0.04279,2016-03-31,0.17255,2016-03-31,0.51747
2016-04-01,0.30016,2016-04-01,0.33745,2016-04-01,0.0331,2016-04-01,0.15764,2016-04-01,0.42902
2016-04-02,0.31076,2016-04-02,0.32762,2016-04-02,0.0324,2016-04-02,0.14287,2016-04-02,0.43314
2016-04-03,0.36909,2016-04-03,0.39662,2016-04-03,0.04,2016-04-03,0.16837,2016-04-03,0.5229
2016-04-04,0.32142,2016-04-04,0.34344,2016-04-04,0.03442,2016-04-04,0.16168,2016-04-04,0.4698
2016-04-05,0.30643,2016-04-05,0.29731,2016-04-05,0.03407,2016-04-05,0.14454,2016-04-05,0.47112
2016-04-06,0.30678,2016-04-06,0.27319,2016-04-06,0.03122,2016-04-06,0.14168,2016-04-06,0.45237
2016-04-07,0.26309,2016-04-07,0.23528,2016-04-07,0.03094,2016-04-07,0.13144,2016-04-07,0.37662
2016-04-08,0.26239,2016-04-08,0.21284,2016-04-08,0.02948,2016-04-08,0.13053,2016-04-08,0.36846
2016-04-09,0.27103,2016-04-09,0.22239,2016-04-09,0.03177,2016-04-09,0.12447,2016-04-09,0.36407
2016-04-10,0.28337,2016-04-10,0.28483,2016-04-10,0.03526,2016-04-10,0.1276,2016-04-10,0.41718
2016-04-11,0.25423,2016-04-11,0.23214,2016-04-11,0.03972,2016-04-11,0.12035,2016-04-11,0.38233
2016-04-12,0.24531,2016-04-12,0.17702,2016-04-12,0.04,2016-04-12,0.11854,2016-04-12,0.34888
2016-04-13,0.24754,2016-04-13,0.19521,2016-04-13,0.03867,2016-04-13,0.11081,2016-04-13,0.36902
2016-04-14,0.21228,2016-04-14,0.15186,2016-04-14,0.03268,2016-04-14,0.10426,2016-04-14,0.30204
2016-04-15,0.19277,2016-04-15,0.13764,2016-04-15,0.02989,2016-04-15,0.08983,2016-04-15,0.28441
2016-04-16,0.22671,2016-04-16,0.16029,2016-04-16,0.03449,2016-04-16,0.0952,2016-04-16,0.31354
2016-04-17,0.23298,2016-04-17,0.16802,2016-04-17,0.03965,2016-04-17,0.09973,2016-04-17,0.35104
2016-04-18,0.21632,2016-04-18,0.152,2016-04-18,0.03449,2016-04-18,0.09854,2016-04-18,0.33187
2016-04-19,0.21486,2016-04-19,0.17945,2016-04-19,0.03463,2016-04-19,0.08753,2016-04-19,0.35027
2016-04-20,0.20371,2016-04-20,0.14161,2016-04-20,0.03254,2016-04-20,0.09575,2016-04-20,0.31347
2016-04-21,0.20273,2016-04-21,0.14454,2016-04-21,0.03394,2016-04-21,0.08537,2016-04-21,0.29243
2016-04-22,0.19444,2016-04-22,0.12732,2016-04-22,0.02948,2016-04-22,0.07241,2016-04-22,0.26371
2016-04-23,0.20691,2016-04-23,0.12572,2016-04-23,0.03394,2016-04-23,0.06878,2016-04-23,0.26943
2016-04-24,0.20183,2016-04-24,0.12663,2016-04-24,0.04021,2016-04-24,0.07164,2016-04-24,0.30825
2016-04-25,0.17262,2016-04-25,0.09136,2016-04-25,0.03352,2016-04-25,0.06537,2016-04-25,0.28622
2016-04-26,0.15597,2016-04-26,0.07903,2016-04-26,0.02592,2016-04-26,0.04871,2016-04-26,0.27521
2016-04-27,0.15193,2016-04-27,0.08718,2016-04-27,0.02892,2016-04-27,0.05666,2016-04-27,0.2566
2016-04-28,0.14342,2016-04-28,0.08621,2016-04-28,0.02815,2016-04-28,0.05129,2016-04-28,0.23549
2016-04-29,0.13318,2016-04-29,0.08746,2016-04-29,0.02627,2016-04-29,0.04697,2016-04-29,0.26887
2016-04-30,0.13374,2016-04-30,0.0883,2016-04-30,0.02536,2016-04-30,0.04404,2016-04-30,0.29961
2016-05-01,0.13715,2016-05-01,0.08425,2016-05-01,0.02996,2016-05-01,0.04537,2016-05-01,0.32121
2016-05-02,0.12753,2016-05-02,0.07275,2016-05-02,0.02669,2016-05-02,0.03979,2016-05-02,0.27347
2016-05-03,0.12001,2016-05-03,0.08147,2016-05-03,0.02989,2016-05-03,0.04543,2016-05-03,0.21744
2016-05-04,0.11799,2016-05-04,0.07617,2016-05-04,0.02731,2016-05-04,0.03895,2016-05-04,0.1798
2016-05-05,0.10725,2016-05-05,0.06662,2016-05-05,0.02125,2016-05-05,0.03484,2016-05-05,0.17276
2016-05-06,0.11478,2016-05-06,0.0699,2016-05-06,0.02892,2016-05-06,0.04028,2016-05-06,0.18385
2016-05-07,0.1053,2016-05-07,0.0646,2016-05-07,0.02522,2016-05-07,0.03777,2016-05-07,0.18454
2016-05-08,0.10642,2016-05-08,0.06223,2016-05-08,0.02606,2016-05-08,0.03582,2016-05-08,0.18503
2016-05-09,0.10579,2016-05-09,0.07631,2016-05-09,0.0262,2016-05-09,0.03226,2016-05-09,0.20413
2016-05-10,0.11269,2016-05-10,0.08593,2016-05-10,0.02885,2016-05-10,0.04111,2016-05-10,0.2113
2016-05-11,0.11569,2016-05-11,0.08063,2016-05-11,0.02432,2016-05-11,0.03686,2016-05-11,0.21507
2016-05-12,0.0922,2016-05-12,0.06411,2016-05-12,0.02209,2016-05-12,0.0285,2016-05-12,0.19277
2016-05-13,0.08558,2016-05-13,0.07701,2016-05-13,0.02223,2016-05-13,0.02808,2016-05-13,0.17485
2016-05-14,0.08502,2016-05-14,0.06397,2016-05-14,0.02627,2016-05-14,0.02216,2016-05-14,0.15729
2016-05-15,0.10272,2016-05-15,0.07227,2016-05-15,0.03136,2016-05-15,0.03031,2016-05-15,0.19576
2016-05-16,0.10126,2016-05-16,0.07408,2016-05-16,0.02738,2016-05-16,0.02564,2016-05-16,0.20949
2016-05-17,0.09227,2016-05-17,0.06174,2016-05-17,0.02641,2016-05-17,0.02334,2016-05-17,0.23165
2016-05-18,0.08648,2016-05-18,0.06355,2016-05-18,0.0278,2016-05-18,0.02062,2016-05-18,0.20517
2016-05-19,0.06948,2016-05-19,0.06098,2016-05-19,0.02501,2016-05-19,0.01679,2016-05-19,0.17834
2016-05-20,0.0653,2016-05-20,0.0515,2016-05-20,0.02571,2016-05-20,0.01658,2016-05-20,0.14656
2016-05-21,0.05115,2016-05-21,0.05854,2016-05-21,0.02585,2016-05-21,0.0147,2016-05-21,0.13701
2016-05-22,0.06613,2016-05-22,0.06342,2016-05-22,0.0331,2016-05-22,0.01832,2016-05-22,0.15193
2016-05-23,0.06202,2016-05-23,0.05666,2016-05-23,0.03212,2016-05-23,0.01407,2016-05-23,0.16468
2016-05-24,0.06802,2016-05-24,0.05477,2016-05-24,0.03282,2016-05-24,0.01916,2016-05-24,0.17778
2016-05-25,0.06857,2016-05-25,0.05686,2016-05-25,0.03289,2016-05-25,0.017,2016-05-25,0.17283
2016-05-26,0.06376,2016-05-26,0.0554,2016-05-26,0.02843,2016-05-26,0.01414,2016-05-26,0.17109
2016-05-27,0.06056,2016-05-27,0.04216,2016-05-27,0.02941,2016-05-27,0.01393,2016-05-27,0.13339
2016-05-28,0.06188,2016-05-28,0.04725,2016-05-28,0.03136,2016-05-28,0.01191,2016-05-28,0.12907
2016-05-29,0.06286,2016-05-29,0.04996,2016-05-29,0.04369,2016-05-29,0.01073,2016-05-29,0.15395
2016-05-30,0.06439,2016-05-30,0.04655,2016-05-30,0.04237,2016-05-30,0.01129,2016-05-30,0.16412
2016-05-31,0.0593,2016-05-31,0.05484,2016-05-31,0.03387,2016-05-31,0.01247,2016-05-31,0.15966
2016-06-01,0.06244,2016-06-01,0.05763,2016-06-01,0.03777,2016-06-01,0.01365,2016-06-01,0.15576
2016-06-02,0.05707,2016-06-02,0.04746,2016-06-02,0.04537,2016-06-02,0.01428,2016-06-02,0.14656
2016-06-03,0.04564,2016-06-03,0.04488,2016-06-03,0.03428,2016-06-03,0.01177,2016-06-03,0.12802
2016-06-04,0.05157,2016-06-04,0.04571,2016-06-04,0.03833,2016-06-04,0.01282,2016-06-04,0.12391
2016-06-05,0.04592,2016-06-05,0.04739,2016-06-05,0.04118,2016-06-05,0.01435,2016-06-05,0.12718
2016-06-06,0.05972,2016-06-06,0.05296,2016-06-06,0.05066,2016-06-06,0.01714,2016-06-06,0.15708
2016-06-07,0.05617,2016-06-07,0.04948,2016-06-07,0.05038,2016-06-07,0.01609,2016-06-07,0.12983
2016-06-08,0.05784,2016-06-08,0.05261,2016-06-08,0.04307,2016-06-08,0.01477,2016-06-08,0.15297
2016-06-09,0.04899,2016-06-09,0.04739,2016-06-09,0.03881,2016-06-09,0.01331,2016-06-09,0.13464
2016-06-10,0.04439,2016-06-10,0.04327,2016-06-10,0.03693,2016-06-10,0.01177,2016-06-10,0.12391
2016-06-11,0.04766,2016-06-11,0.04955,2016-06-11,0.04418,2016-06-11,0.01059,2016-06-11,0.11861
2016-06-12,0.06119,2016-06-12,0.05296,2016-06-12,0.0584,2016-06-12,0.01379,2016-06-12,0.12851
2016-06-13,0.05247,2016-06-13,0.04341,2016-06-13,0.04746,2016-06-13,0.01261,2016-06-13,0.13576
2016-06-14,0.05073,2016-06-14,0.04627,2016-06-14,0.05805,2016-06-14,0.01275,2016-06-14,0.14321
2016-06-15,0.05742,2016-06-15,0.05359,2016-06-15,0.04913,2016-06-15,0.01261,2016-06-15,0.15771
2016-06-16,0.04934,2016-06-16,0.04543,2016-06-16,0.043,2016-06-16,0.01338,2016-06-16,0.12865
2016-06-17,0.0508,2016-06-17,0.04251,2016-06-17,0.04181,2016-06-17,0.00933,2016-06-17,0.11847
2016-06-18,0.04383,2016-06-18,0.04794,2016-06-18,0.10426,2016-06-18,0.01142,2016-06-18,0.11004
2016-06-19,0.04773,2016-06-19,0.05087,2016-06-19,0.0669,2016-06-19,0.01289,2016-06-19,0.12105
2016-06-20,0.05275,2016-06-20,0.04948,2016-06-20,0.05798,2016-06-20,0.01205,2016-06-20,0.12349
2016-06-21,0.04739,2016-06-21,0.04718,2016-06-21,0.05477,2016-06-21,0.01233,2016-06-21,0.1214
2016-06-22,0.05247,2016-06-22,0.04648,2016-06-22,0.05659,2016-06-22,0.01386,2016-06-22,0.12935
2016-06-23,0.04969,2016-06-23,0.04648,2016-06-23,0.04746,2016-06-23,0.01365,2016-06-23,0.12746
2016-06-24,0.04014,2016-06-24,0.04634,2016-06-24,0.0476,2016-06-24,0.01345,2016-06-24,0.10802
2016-06-25,0.04216,2016-06-25,0.0501,2016-06-25,0.05094,2016-06-25,0.0124,2016-06-25,0.09861
2016-06-26,0.04509,2016-06-26,0.05477,2016-06-26,0.05902,2016-06-26,0.01442,2016-06-26,0.11283
2016-06-27,0.04439,2016-06-27,0.04327,2016-06-27,0.0524,2016-06-27,0.01268,2016-06-27,0.12175
2016-06-28,0.04655,2016-06-28,0.0462,2016-06-28,0.04822,2016-06-28,0.01338,2016-06-28,0.12245
2016-06-29,0.04697,2016-06-29,0.0455,2016-06-29,0.04955,2016-06-29,0.01428,2016-06-29,0.11861
2016-06-30,0.04167,2016-06-30,0.05812,2016-06-30,0.05449,2016-06-30,0.01024,2016-06-30,0.11861
2016-07-01,0.04056,2016-07-01,0.04955,2016-07-01,0.0561,2016-07-01,0.01359,2016-07-01,0.11471
2016-07-02,0.06265,2016-07-02,0.05463,2016-07-02,0.06474,2016-07-02,0.01365,2016-07-02,0.11185
2016-07-03,0.05031,2016-07-03,0.06481,2016-07-03,0.07213,2016-07-03,0.01665,2016-07-03,0.13004
2016-07-04,0.0547,2016-07-04,0.05561,2016-07-04,0.07157,2016-07-04,0.01881,2016-07-04,0.14405
2016-07-05,0.04892,2016-07-05,0.05206,2016-07-05,0.06906,2016-07-05,0.01846,2016-07-05,0.12941
2016-07-06,0.05136,2016-07-06,0.05157,2016-07-06,0.06056,2016-07-06,0.01714,2016-07-06,0.13506
2016-07-07,0.04941,2016-07-07,0.05373,2016-07-07,0.06216,2016-07-07,0.01421,2016-07-07,0.13081
2016-07-08,0.04104,2016-07-08,0.04941,2016-07-08,0.05993,2016-07-08,0.01805,2016-07-08,0.10774
2016-07-09,0.04746,2016-07-09,0.05338,2016-07-09,0.0662,2016-07-09,0.01282,2016-07-09,0.0998
2016-07-10,0.04348,2016-07-10,0.05707,2016-07-10,0.06843,2016-07-10,0.01379,2016-07-10,0.11297
2016-07-11,0.04773,2016-07-11,0.05122,2016-07-11,0.07178,2016-07-11,0.01296,2016-07-11,0.11129
2016-07-12,0.04829,2016-07-12,0.05415,2016-07-12,0.06481,2016-07-12,0.01609,2016-07-12,0.1145
2016-07-13,0.04599,2016-07-13,0.05986,2016-07-13,0.07575,2016-07-13,0.01519,2016-07-13,0.1152
2016-07-14,0.04613,2016-07-14,0.05247,2016-07-14,0.06439,2016-07-14,0.01568,2016-07-14,0.10649
2016-07-15,0.04488,2016-07-15,0.0515,2016-07-15,0.06711,2016-07-15,0.0131,2016-07-15,0.10286
2016-07-16,0.05073,2016-07-16,0.06892,2016-07-16,0.07464,2016-07-16,0.01818,2016-07-16,0.11318
2016-07-17,0.04892,2016-07-17,0.06774,2016-07-17,0.09833,2016-07-17,0.01853,2016-07-17,0.12042
2016-07-18,0.05359,2016-07-18,0.06432,2016-07-18,0.07401,2016-07-18,0.01812,2016-07-18,0.12433
2016-07-19,0.05045,2016-07-19,0.06188,2016-07-19,0.07129,2016-07-19,0.01951,2016-07-19,0.11889
2016-07-20,0.04697,2016-07-20,0.06606,2016-07-20,0.06962,2016-07-20,0.01554,2016-07-20,0.11952
2016-07-21,0.0499,2016-07-21,0.06355,2016-07-21,0.07993,2016-07-21,0.01867,2016-07-21,0.10718
2016-07-22,0.04571,2016-07-22,0.06167,2016-07-22,0.0731,2016-07-22,0.02153,2016-07-22,0.09938
2016-07-23,0.04578,2016-07-23,0.06746,2016-07-23,0.07352,2016-07-23,0.01916,2016-07-23,0.08878
2016-07-24,0.04801,2016-07-24,0.07575,2016-07-24,0.09004,2016-07-24,0.02306,2016-07-24,0.09708
2016-07-25,0.04871,2016-07-25,0.07491,2016-07-25,0.08265,2016-07-25,0.02021,2016-07-25,0.1069
2016-07-26,0.05331,2016-07-26,0.07429,2016-07-26,0.08669,2016-07-26,0.02055,2016-07-26,0.10913
2016-07-27,0.05728,2016-07-27,0.06906,2016-07-27,0.10551,2016-07-27,0.01958,2016-07-27,0.10635
2016-07-28,0.05129,2016-07-28,0.08432,2016-07-28,0.10579,2016-07-28,0.02474,2016-07-28,0.10481
2016-07-29,0.05226,2016-07-29,0.0814,2016-07-29,0.09394,2016-07-29,0.0223,2016-07-29,0.08948
2016-07-30,0.04523,2016-07-30,0.07526,2016-07-30,0.10112,2016-07-30,0.01839,2016-07-30,0.07903
2016-07-31,0.04857,2016-07-31,0.08084,2016-07-31,0.10962,2016-07-31,0.01832,2016-07-31,0.08558
2016-08-01,0.05526,2016-08-01,0.08161,2016-08-01,0.10683,2016-08-01,0.02258,2016-08-01,0.0998
2016-08-02,0.0584,2016-08-02,0.08927,2016-08-02,0.10948,2016-08-02,0.02376,2016-08-02,0.10516
2016-08-03,0.06181,2016-08-03,0.09575,2016-08-03,0.11673,2016-08-03,0.02843,2016-08-03,0.10607
2016-08-04,0.06188,2016-08-04,0.09791,2016-08-04,0.12328,2016-08-04,0.02474,2016-08-04,0.10635
2016-08-05,0.05791,2016-08-05,0.09589,2016-08-05,0.13137,2016-08-05,0.02599,2016-08-05,0.09255
2016-08-06,0.05519,2016-08-06,0.08976,2016-08-06,0.13053,2016-08-06,0.02369,2016-08-06,0.08481
2016-08-07,0.06481,2016-08-07,0.11067,2016-08-07,0.14691,2016-08-07,0.02766,2016-08-07,0.10175
2016-08-08,0.07289,2016-08-08,0.11764,2016-08-08,0.14747,2016-08-08,0.03212,2016-08-08,0.10962
2016-08-09,0.08014,2016-08-09,0.12049,2016-08-09,0.15701,2016-08-09,0.0292,2016-08-09,0.11478
2016-08-10,0.07666,2016-08-10,0.12447,2016-08-10,0.15611,2016-08-10,0.03456,2016-08-10,0.1044
2016-08-11,0.07882,2016-08-11,0.11875,2016-08-11,0.16426,2016-08-11,0.03561,2016-08-11,0.10879
2016-08-12,0.07248,2016-08-12,0.11687,2016-08-12,0.17019,2016-08-12,0.03519,2016-08-12,0.09624
2016-08-13,0.07464,2016-08-13,0.12502,2016-08-13,0.17116,2016-08-13,0.02941,2016-08-13,0.08516
2016-08-14,0.08181,2016-08-14,0.13645,2016-08-14,0.18531,2016-08-14,0.03108,2016-08-14,0.10091
2016-08-15,0.09359,2016-08-15,0.16119,2016-08-15,0.21918,2016-08-15,0.03812,2016-08-15,0.12077
2016-08-16,0.08349,2016-08-16,0.14823,2016-08-16,0.21033,2016-08-16,0.0416,2016-08-16,0.12816
2016-08-17,0.09917,2016-08-17,0.15938,2016-08-17,0.19646,2016-08-17,0.0439,2016-08-17,0.13213
2016-08-18,0.10676,2016-08-18,0.15931,2016-08-18,0.19994,2016-08-18,0.04516,2016-08-18,0.13611
2016-08-19,0.09917,2016-08-19,0.15813,2016-08-19,0.20336,2016-08-19,0.04655,2016-08-19,0.12419
