Date,Knit,Date,T-Shirt,Date,Shirt,Date,Blouse,Date,Hoodie
2017-11-11,4.17172,2017-11-11,0.47442,2017-11-11,0.77321,2017-11-11,1.48485,2017-11-11,5.5106
2017-11-12,4.89077,2017-11-12,0.53828,2017-11-12,0.98933,2017-11-12,1.91935,2017-11-12,6.18631
2017-11-13,4.63873,2017-11-13,0.55197,2017-11-13,0.89011,2017-11-13,1.93304,2017-11-13,4.9974
2017-11-14,4.51271,2017-11-14,0.55083,2017-11-14,0.8519,2017-11-14,1.80531,2017-11-14,4.67009
2017-11-15,4.57487,2017-11-15,0.48924,2017-11-15,0.77378,2017-11-15,1.547,2017-11-15,4.377
2017-11-16,4.67352,2017-11-16,0.49209,2017-11-16,0.79032,2017-11-16,1.37137,2017-11-16,4.57772
2017-11-17,4.05768,2017-11-17,0.40599,2017-11-17,0.69509,2017-11-17,1.27558,2017-11-17,3.70756
2017-11-18,4.41178,2017-11-18,0.36608,2017-11-18,0.71619,2017-11-18,1.20943,2017-11-18,4.5053
2017-11-19,5.25115,2017-11-19,0.44306,2017-11-19,0.84848,2017-11-19,1.49682,2017-11-19,5.22378
2017-11-20,5.10403,2017-11-20,0.48411,2017-11-20,0.7772,2017-11-20,1.4934,2017-11-20,4.26467
2017-11-21,4.64672,2017-11-21,0.48525,2017-11-21,0.75097,2017-11-21,1.46204,2017-11-21,3.85924
2017-11-22,4.38384,2017-11-22,0.46586,2017-11-22,0.7065,2017-11-22,1.47572,2017-11-22,3.81876
2017-11-23,4.30059,2017-11-23,0.42424,2017-11-23,0.70365,2017-11-23,1.40502,2017-11-23,3.83358
2017-11-24,3.74064,2017-11-24,0.41454,2017-11-24,0.64434,2017-11-24,1.17636,2017-11-24,3.28275
2017-11-25,4.17343,2017-11-25,0.38717,2017-11-25,0.69566,2017-11-25,1.25619,2017-11-25,3.96644
2017-11-26,4.94551,2017-11-26,0.43735,2017-11-26,0.80743,2017-11-26,1.64622,2017-11-26,4.645
2017-11-27,4.31485,2017-11-27,0.45389,2017-11-27,0.83594,2017-11-27,1.73574,2017-11-27,3.82047
2017-11-28,4.20308,2017-11-28,0.46758,2017-11-28,0.81199,2017-11-28,1.72434,2017-11-28,3.56672
2017-11-29,3.97614,2017-11-29,0.46358,2017-11-29,0.77492,2017-11-29,1.64337,2017-11-29,3.51312
2017-11-30,3.74748,2017-11-30,0.42196,2017-11-30,0.72075,2017-11-30,1.3976,2017-11-30,3.43443
2017-12-01,3.64598,2017-12-01,0.38774,2017-12-01,0.66487,2017-12-01,1.42326,2017-12-01,3.20976
2017-12-02,3.92881,2017-12-02,0.38546,2017-12-02,0.70992,2017-12-02,1.59319,2017-12-02,3.88034
2017-12-03,4.46596,2017-12-03,0.43336,2017-12-03,0.90664,2017-12-03,1.9108,2017-12-03,4.73339
2017-12-04,4.49504,2017-12-04,0.47328,2017-12-04,0.80971,2017-12-04,2.01743,2017-12-04,3.83985
2017-12-05,4.2641,2017-12-05,0.48468,2017-12-05,0.75497,2017-12-05,1.87032,2017-12-05,3.79937
2017-12-06,4.13124,2017-12-06,0.4499,2017-12-06,0.739,2017-12-06,1.77566,2017-12-06,3.62944
2017-12-07,3.93223,2017-12-07,0.43564,2017-12-07,0.78975,2017-12-07,1.71579,2017-12-07,3.48005
2017-12-08,3.70015,2017-12-08,0.39003,2017-12-08,0.64263,2017-12-08,1.67587,2017-12-08,3.24397
2017-12-09,3.81419,2017-12-09,0.34384,2017-12-09,0.72703,2017-12-09,1.74259,2017-12-09,3.94021
2017-12-10,4.73111,2017-12-10,0.44933,2017-12-10,0.89296,2017-12-10,2.13148,2017-12-10,4.53381
2017-12-11,4.39012,2017-12-11,0.48069,2017-12-11,0.80001,2017-12-11,2.14573,2017-12-11,3.81591
2017-12-12,4.37244,2017-12-12,0.39231,2017-12-12,0.75154,2017-12-12,2.01002,2017-12-12,3.72524
2017-12-13,4.14264,2017-12-13,0.42367,2017-12-13,0.78405,2017-12-13,1.91137,2017-12-13,3.52566
2017-12-14,3.8199,2017-12-14,0.38204,2017-12-14,0.70992,2017-12-14,2.10068,2017-12-14,3.24283
2017-12-15,3.48233,2017-12-15,0.31932,2017-12-15,0.67514,2017-12-15,1.86918,2017-12-15,3.08773
2017-12-16,3.78625,2017-12-16,0.36037,2017-12-16,0.80001,2017-12-16,1.9912,2017-12-16,3.89745
2017-12-17,4.4249,2017-12-17,0.41569,2017-12-17,0.87471,2017-12-17,2.19876,2017-12-17,4.61649
2017-12-18,3.85924,2017-12-18,0.40428,2017-12-18,0.84335,2017-12-18,2.14231,2017-12-18,3.53764
2017-12-19,3.63914,2017-12-19,0.41968,2017-12-19,0.76295,2017-12-19,2.0659,2017-12-19,3.38767
2017-12-20,3.54676,2017-12-20,0.41283,2017-12-20,0.75326,2017-12-20,2.09156,2017-12-20,3.30442
2017-12-21,2.99422,2017-12-21,0.35524,2017-12-21,0.68882,2017-12-21,1.92791,2017-12-21,3.08602
2017-12-22,2.55401,2017-12-22,0.3062,2017-12-22,0.65632,2017-12-22,1.76026,2017-12-22,2.68687
2017-12-23,2.95772,2017-12-23,0.29309,2017-12-23,0.71505,2017-12-23,1.78535,2017-12-23,3.42416
2017-12-24,3.0176,2017-12-24,0.34327,2017-12-24,0.71334,2017-12-24,1.85207,2017-12-24,3.49373
2017-12-25,3.22345,2017-12-25,0.35296,2017-12-25,0.76181,2017-12-25,2.01287,2017-12-25,3.48347
2017-12-26,2.99479,2017-12-26,0.35809,2017-12-26,0.74641,2017-12-26,2.11608,2017-12-26,2.99536
2017-12-27,2.90812,2017-12-27,0.37919,2017-12-27,0.69167,2017-12-27,2.1138,2017-12-27,2.91097
2017-12-28,2.47703,2017-12-28,0.33642,2017-12-28,0.66316,2017-12-28,2.00774,2017-12-28,2.7245
2017-12-29,2.22043,2017-12-29,0.30107,2017-12-29,0.63579,2017-12-29,1.89426,2017-12-29,2.45137
2017-12-30,2.52664,2017-12-30,0.31362,2017-12-30,0.73843,2017-12-30,1.94159,2017-12-30,3.00961
2017-12-31,2.32706,2017-12-31,0.30848,2017-12-31,0.72303,2017-12-31,1.93133,2017-12-31,2.91781
2018-01-01,2.57967,2018-01-01,0.35695,2018-01-01,0.73159,2018-01-01,2.49813,2018-01-01,3.36999
2018-01-02,2.64981,2018-01-02,0.37805,2018-01-02,0.76295,2018-01-02,2.57739,2018-01-02,3.27648
2018-01-03,2.69713,2018-01-03,0.4134,2018-01-03,0.84164,2018-01-03,2.78096,2018-01-03,3.28047
2018-01-04,2.6441,2018-01-04,0.38147,2018-01-04,0.79602,2018-01-04,2.81631,2018-01-04,3.15844
2018-01-05,2.25921,2018-01-05,0.39117,2018-01-05,0.78291,2018-01-05,2.64638,2018-01-05,2.84881
2018-01-06,2.61787,2018-01-06,0.41511,2018-01-06,0.77378,2018-01-06,2.77868,2018-01-06,3.17042
2018-01-07,2.90241,2018-01-07,0.41626,2018-01-07,0.99845,2018-01-07,3.23599,2018-01-07,3.70813
2018-01-08,2.81118,2018-01-08,0.47385,2018-01-08,0.96766,2018-01-08,3.30898,2018-01-08,3.5633
2018-01-09,2.6977,2018-01-09,0.4613,2018-01-09,0.98933,2018-01-09,3.27591,2018-01-09,3.49772
2018-01-10,2.71025,2018-01-10,0.47556,2018-01-10,0.92375,2018-01-10,3.22858,2018-01-10,3.5844
2018-01-11,2.67889,2018-01-11,0.44762,2018-01-11,0.9477,2018-01-11,3.1727,2018-01-11,3.36885
2018-01-12,2.26605,2018-01-12,0.36893,2018-01-12,0.81199,2018-01-12,2.88759,2018-01-12,3.04611
2018-01-13,2.29456,2018-01-13,0.37349,2018-01-13,0.85076,2018-01-13,2.94119,2018-01-13,3.23428
2018-01-14,2.59164,2018-01-14,0.42082,2018-01-14,0.99788,2018-01-14,3.53251,2018-01-14,3.8102
2018-01-15,2.43027,2018-01-15,0.51205,2018-01-15,1.00871,2018-01-15,3.60606,2018-01-15,3.5804
2018-01-16,2.3647,2018-01-16,0.48468,2018-01-16,1.01385,2018-01-16,3.94363,2018-01-16,3.43557
2018-01-17,2.32991,2018-01-17,0.53258,2018-01-17,0.97792,2018-01-17,3.9864,2018-01-17,3.25994
2018-01-18,2.21188,2018-01-18,0.50749,2018-01-18,0.94314,2018-01-18,3.73265,2018-01-18,3.12366
2018-01-19,1.94901,2018-01-19,0.45161,2018-01-19,0.86502,2018-01-19,3.49772,2018-01-19,2.83912
2018-01-20,1.97124,2018-01-20,0.45731,2018-01-20,0.90664,2018-01-20,3.55988,2018-01-20,2.94347
2018-01-21,2.30767,2018-01-21,0.50749,2018-01-21,1.08398,2018-01-21,4.27322,2018-01-21,3.5365
2018-01-22,2.2478,2018-01-22,0.56109,2018-01-22,1.07486,2018-01-22,4.20993,2018-01-22,3.32609
2018-01-23,2.23069,2018-01-23,0.51947,2018-01-23,1.05547,2018-01-23,3.96815,2018-01-23,3.34718
2018-01-24,2.15543,2018-01-24,0.50806,2018-01-24,1.05433,2018-01-24,3.73265,2018-01-24,3.20007
2018-01-25,2.05393,2018-01-25,0.48012,2018-01-25,0.97792,2018-01-25,3.36657,2018-01-25,3.02729
2018-01-26,1.83895,2018-01-26,0.46872,2018-01-26,0.90493,2018-01-26,3.03813,2018-01-26,2.7553
2018-01-27,1.88742,2018-01-27,0.39744,2018-01-27,0.91178,2018-01-27,3.11454,2018-01-27,2.95829
2018-01-28,2.25464,2018-01-28,0.49837,2018-01-28,1.16609,2018-01-28,3.92083,2018-01-28,3.44355
2018-01-29,2.087,2018-01-29,0.5246,2018-01-29,1.14785,2018-01-29,3.69787,2018-01-29,3.36771
2018-01-30,2.10582,2018-01-30,0.50293,2018-01-30,1.08455,2018-01-30,4.01377,2018-01-30,3.27876
2018-01-31,2.02427,2018-01-31,0.55425,2018-01-31,1.09254,2018-01-31,3.73664,2018-01-31,3.06835
2018-02-01,1.88001,2018-02-01,0.59759,2018-02-01,1.0874,2018-02-01,3.70927,2018-02-01,3.23485
2018-02-02,1.6696,2018-02-02,0.49837,2018-02-02,1.02525,2018-02-02,3.43386,2018-02-02,2.91496
2018-02-03,1.94558,2018-02-03,0.47556,2018-02-03,1.10109,2018-02-03,3.80678,2018-02-03,3.31981
2018-02-04,2.35329,2018-02-04,0.61013,2018-02-04,1.28242,2018-02-04,4.08676,2018-02-04,3.90315
2018-02-05,2.14972,2018-02-05,0.59416,2018-02-05,1.1718,2018-02-05,3.96017,2018-02-05,3.52566
2018-02-06,2.03454,2018-02-06,0.58732,2018-02-06,1.12447,2018-02-06,3.81648,2018-02-06,3.51996
2018-02-07,1.99291,2018-02-07,0.5628,2018-02-07,1.12447,2018-02-07,3.60606,2018-02-07,3.27306
2018-02-08,1.75627,2018-02-08,0.56337,2018-02-08,1.13587,2018-02-08,3.69103,2018-02-08,3.1573
2018-02-09,1.52362,2018-02-09,0.48354,2018-02-09,1.007,2018-02-09,3.29016,2018-02-09,2.77354
2018-02-10,1.61315,2018-02-10,0.49552,2018-02-10,1.10793,2018-02-10,3.62887,2018-02-10,3.18809
2018-02-11,1.79904,2018-02-11,0.59302,2018-02-11,1.31492,2018-02-11,4.12382,2018-02-11,3.88604
2018-02-12,1.56639,2018-02-12,0.54227,2018-02-12,1.17294,2018-02-12,3.47149,2018-02-12,3.28047
2018-02-13,1.34343,2018-02-13,0.54341,2018-02-13,1.12675,2018-02-13,3.23485,2018-02-13,2.84197
2018-02-14,1.20145,2018-02-14,0.46472,2018-02-14,1.01042,2018-02-14,2.89614,2018-02-14,2.62072
2018-02-15,1.0914,2018-02-15,0.44477,2018-02-15,0.99446,2018-02-15,3.05637,2018-02-15,2.77811
2018-02-16,1.16666,2018-02-16,0.4345,2018-02-16,1.0281,2018-02-16,3.08146,2018-02-16,3.39793
2018-02-17,1.37137,2018-02-17,0.51947,2018-02-17,1.25163,2018-02-17,3.52566,2018-02-17,4.06224
2018-02-18,1.68556,2018-02-18,0.66031,2018-02-18,1.5202,2018-02-18,4.36674,2018-02-18,4.72255
2018-02-19,1.69241,2018-02-19,0.73672,2018-02-19,1.59661,2018-02-19,4.57715,2018-02-19,4.50815
2018-02-20,1.57608,2018-02-20,0.68198,2018-02-20,1.45919,2018-02-20,4.58969,2018-02-20,3.96929
2018-02-21,1.54301,2018-02-21,0.74584,2018-02-21,1.45634,2018-02-21,4.43345,2018-02-21,3.99153
2018-02-22,1.48371,2018-02-22,0.72246,2018-02-22,1.34628,2018-02-22,4.35476,2018-02-22,3.78625
2018-02-23,1.24478,2018-02-23,0.62724,2018-02-23,1.30637,2018-02-23,4.17058,2018-02-23,3.16585
2018-02-24,1.23737,2018-02-24,0.73102,2018-02-24,1.27729,2018-02-24,4.42433,2018-02-24,3.5633
2018-02-25,1.47743,2018-02-25,0.80172,2018-02-25,1.5202,2018-02-25,5.07609,2018-02-25,4.13751
2018-02-26,1.4723,2018-02-26,0.90835,2018-02-26,1.54586,2018-02-26,4.89077,2018-02-26,4.02461
2018-02-27,1.30694,2018-02-27,0.91463,2018-02-27,1.53959,2018-02-27,4.89533,2018-02-27,3.82104
2018-02-28,1.26645,2018-02-28,0.86502,2018-02-28,1.37708,2018-02-28,4.61649,2018-02-28,3.5804
2018-03-01,1.30751,2018-03-01,0.86559,2018-03-01,1.50309,2018-03-01,5.10574,2018-03-01,3.98241
2018-03-02,1.1085,2018-03-02,0.80629,2018-03-02,1.27444,2018-03-02,4.41407,2018-03-02,2.89728
2018-03-03,1.20886,2018-03-03,0.88669,2018-03-03,1.51051,2018-03-03,5.01223,2018-03-03,3.78568
2018-03-04,1.47173,2018-03-04,1.16609,2018-03-04,1.87602,2018-03-04,6.02266,2018-03-04,4.48534
2018-03-05,1.15583,2018-03-05,0.99446,2018-03-05,1.49511,2018-03-05,5.17417,2018-03-05,3.33977
2018-03-06,1.18491,2018-03-06,1.08569,2018-03-06,1.43866,2018-03-06,5.14224,2018-03-06,3.28047
2018-03-07,1.12732,2018-03-07,1.02639,2018-03-07,1.39076,2018-03-07,5.03275,2018-03-07,3.16643
2018-03-08,1.05433,2018-03-08,1.00643,2018-03-08,1.29439,2018-03-08,4.83888,2018-03-08,3.10256
2018-03-09,0.95169,2018-03-09,0.84677,2018-03-09,1.21171,2018-03-09,4.35647,2018-03-09,2.8739
2018-03-10,1.15298,2018-03-10,0.96538,2018-03-10,1.55327,2018-03-10,5.04074,2018-03-10,4.16602
2018-03-11,1.33203,2018-03-11,1.24364,2018-03-11,1.9376,2018-03-11,6.41497,2018-03-11,4.92669
2018-03-12,1.1718,2018-03-12,1.31207,2018-03-12,1.68499,2018-03-12,5.91888,2018-03-12,3.70072
2018-03-13,1.10565,2018-03-13,1.36567,2018-03-13,1.68613,2018-03-13,6.11275,2018-03-13,3.62944
2018-03-14,0.94143,2018-03-14,1.64565,2018-03-14,1.78022,2018-03-14,6.22565,2018-03-14,3.31981
2018-03-15,0.94257,2018-03-15,1.51621,2018-03-15,1.67245,2018-03-15,6.18232,2018-03-15,3.1362
2018-03-16,0.88327,2018-03-16,1.27216,2018-03-16,1.36738,2018-03-16,5.37318,2018-03-16,3.00562
2018-03-17,0.9095,2018-03-17,1.25619,2018-03-17,1.7021,2018-03-17,5.79913,2018-03-17,3.99039
2018-03-18,1.05148,2018-03-18,1.52248,2018-03-18,2.07388,2018-03-18,6.76793,2018-03-18,4.72255
2018-03-19,0.9323,2018-03-19,1.3229,2018-03-19,1.67986,2018-03-19,5.84703,2018-03-19,3.40478
2018-03-20,0.94998,2018-03-20,1.19803,2018-03-20,1.63881,2018-03-20,5.58587,2018-03-20,3.23314
2018-03-21,0.95397,2018-03-21,1.22711,2018-03-21,1.52305,2018-03-21,5.20838,2018-03-21,3.18581
2018-03-22,0.8194,2018-03-22,1.1507,2018-03-22,1.45976,2018-03-22,4.95634,2018-03-22,2.99479
2018-03-23,0.83081,2018-03-23,1.10223,2018-03-23,1.42212,2018-03-23,5.03047,2018-03-23,2.84881
2018-03-24,0.92945,2018-03-24,1.16723,2018-03-24,1.78022,2018-03-24,5.65771,2018-03-24,3.83814
2018-03-25,1.01841,2018-03-25,1.54244,2018-03-25,2.19591,2018-03-25,6.62253,2018-03-25,4.58057
2018-03-26,0.8941,2018-03-26,1.61258,2018-03-26,1.82128,2018-03-26,6.22052,2018-03-26,3.39166
2018-03-27,0.86331,2018-03-27,1.6599,2018-03-27,1.79733,2018-03-27,6.5273,2018-03-27,3.0079
2018-03-28,0.8137,2018-03-28,1.63424,2018-03-28,1.79391,2018-03-28,6.53186,2018-03-28,2.67889
2018-03-29,0.79431,2018-03-29,1.53617,2018-03-29,1.59091,2018-03-29,6.18973,2018-03-29,2.42229
2018-03-30,0.64833,2018-03-30,1.41186,2018-03-30,1.49682,2018-03-30,5.62407,2018-03-30,2.12691
2018-03-31,0.67628,2018-03-31,1.50252,2018-03-31,1.89712,2018-03-31,6.30206,2018-03-31,2.84824
2018-04-01,0.86559,2018-04-01,1.89027,2018-04-01,2.23925,2018-04-01,7.00172,2018-04-01,3.14305
2018-04-02,0.72531,2018-04-02,2.06191,2018-04-02,2.12748,2018-04-02,6.80557,2018-04-02,2.20446
2018-04-03,0.65461,2018-04-03,2.07331,2018-04-03,2.02599,2018-04-03,7.0137,2018-04-03,1.8994
2018-04-04,0.66031,2018-04-04,1.7922,2018-04-04,1.75114,2018-04-04,6.26728,2018-04-04,1.80702
2018-04-05,0.57991,2018-04-05,1.39703,2018-04-05,1.53503,2018-04-05,5.45472,2018-04-05,1.89084
2018-04-06,0.57535,2018-04-06,1.16039,2018-04-06,1.3708,2018-04-06,4.76247,2018-04-06,1.81272
2018-04-07,0.69851,2018-04-07,1.14899,2018-04-07,1.57779,2018-04-07,5.18386,2018-04-07,2.53747
2018-04-08,0.73444,2018-04-08,1.32918,2018-04-08,1.77794,2018-04-08,5.99643,2018-04-08,3.02672
2018-04-09,0.67514,2018-04-09,1.34514,2018-04-09,1.50937,2018-04-09,5.45757,2018-04-09,2.16284
2018-04-10,0.68483,2018-04-10,1.42383,2018-04-10,1.72662,2018-04-10,5.72215,2018-04-10,2.08073
2018-04-11,0.65347,2018-04-11,1.50709,2018-04-11,1.62968,2018-04-11,5.72101,2018-04-11,2.14459
2018-04-12,0.62267,2018-04-12,1.48656,2018-04-12,1.5624,2018-04-12,5.30076,2018-04-12,1.7825
2018-04-13,0.52118,2018-04-13,1.28869,2018-04-13,1.43296,2018-04-13,4.83945,2018-04-13,1.71636
2018-04-14,0.59702,2018-04-14,1.28812,2018-04-14,1.60916,2018-04-14,5.56249,2018-04-14,2.46277
2018-04-15,0.64548,2018-04-15,1.46888,2018-04-15,1.87089,2018-04-15,5.61039,2018-04-15,2.82885
2018-04-16,0.57991,2018-04-16,1.52362,2018-04-16,1.64622,2018-04-16,5.39028,2018-04-16,2.07502
2018-04-17,0.5993,2018-04-17,1.51564,2018-04-17,1.547,2018-04-17,5.57902,2018-04-17,1.94102
2018-04-18,0.55083,2018-04-18,1.42155,2018-04-18,1.51906,2018-04-18,5.33212,2018-04-18,1.87488
2018-04-19,0.53201,2018-04-19,1.46261,2018-04-19,1.48998,2018-04-19,4.99911,2018-04-19,1.63025
2018-04-20,0.41055,2018-04-20,1.3805,2018-04-20,1.50709,2018-04-20,4.91586,2018-04-20,1.32918
2018-04-21,0.44534,2018-04-21,1.5527,2018-04-21,1.63139,2018-04-21,5.35094,2018-04-21,1.44949
2018-04-22,0.48924,2018-04-22,1.78934,2018-04-22,2.04993,2018-04-22,6.26728,2018-04-22,1.82185
2018-04-23,0.45731,2018-04-23,1.56753,2018-04-23,1.62683,2018-04-23,5.31045,2018-04-23,1.4934
2018-04-24,0.46016,2018-04-24,1.39874,2018-04-24,1.47401,2018-04-24,4.96376,2018-04-24,1.56354
2018-04-25,0.45389,2018-04-25,1.36624,2018-04-25,1.48485,2018-04-25,4.8959,2018-04-25,1.30637
2018-04-26,0.42481,2018-04-26,1.44778,2018-04-26,1.64736,2018-04-26,5.09776,2018-04-26,1.2254
2018-04-27,0.39003,2018-04-27,1.22882,2018-04-27,1.43524,2018-04-27,4.64101,2018-04-27,1.15412
2018-04-28,0.36151,2018-04-28,1.42554,2018-04-28,1.60858,2018-04-28,4.89419,2018-04-28,1.18149
2018-04-29,0.46872,2018-04-29,1.92278,2018-04-29,1.87545,2018-04-29,5.58416,2018-04-29,1.36225
2018-04-30,0.37919,2018-04-30,1.81272,2018-04-30,1.62683,2018-04-30,5.22036,2018-04-30,0.92603
2018-05-01,0.41226,2018-05-01,2.14858,2018-05-01,1.85891,2018-05-01,5.86242,2018-05-01,0.8998
2018-05-02,0.40713,2018-05-02,1.88742,2018-05-02,1.63938,2018-05-02,5.31558,2018-05-02,0.97735
2018-05-03,0.4077,2018-05-03,1.67359,2018-05-03,1.51906,2018-05-03,4.81778,2018-05-03,0.92147
2018-05-04,0.37178,2018-05-04,1.43809,2018-05-04,1.34457,2018-05-04,4.19225,2018-05-04,0.87357
2018-05-05,0.33243,2018-05-05,1.48827,2018-05-05,1.46318,2018-05-05,4.23445,2018-05-05,0.94713
2018-05-06,0.3695,2018-05-06,1.58749,2018-05-06,1.62227,2018-05-06,4.93354,2018-05-06,1.16609
2018-05-07,0.37805,2018-05-07,1.83382,2018-05-07,1.8247,2018-05-07,5.28251,2018-05-07,1.10109
2018-05-08,0.38546,2018-05-08,1.86005,2018-05-08,1.72491,2018-05-08,4.98486,2018-05-08,0.96367
2018-05-09,0.36779,2018-05-09,1.79619,2018-05-09,1.60573,2018-05-09,5.19013,2018-05-09,0.98362
2018-05-10,0.36551,2018-05-10,1.6063,2018-05-10,1.52704,2018-05-10,4.84458,2018-05-10,0.8462
2018-05-11,0.31989,2018-05-11,1.48827,2018-05-11,1.37822,2018-05-11,4.56118,2018-05-11,0.75383
2018-05-12,0.34213,2018-05-12,1.41984,2018-05-12,1.4609,2018-05-12,5.01337,2018-05-12,1.02696
2018-05-13,0.36494,2018-05-13,1.75741,2018-05-13,1.81671,2018-05-13,5.38173,2018-05-13,1.02012
2018-05-14,0.34669,2018-05-14,1.86689,2018-05-14,1.67017,2018-05-14,5.46954,2018-05-14,0.8251
2018-05-15,0.33243,2018-05-15,2.15143,2018-05-15,1.57095,2018-05-15,5.72215,2018-05-15,0.61298
2018-05-16,0.31133,2018-05-16,2.03055,2018-05-16,1.35769,2018-05-16,5.19698,2018-05-16,0.52802
2018-05-17,0.26629,2018-05-17,1.84751,2018-05-17,1.17351,2018-05-17,4.68321,2018-05-17,0.48525
2018-05-18,0.30962,2018-05-18,1.67074,2018-05-18,1.19689,2018-05-18,4.49618,2018-05-18,0.52688
2018-05-19,0.27256,2018-05-19,1.52932,2018-05-19,1.3001,2018-05-19,4.54351,2018-05-19,0.5725
2018-05-20,0.28682,2018-05-20,1.76026,2018-05-20,1.51849,2018-05-20,5.45643,2018-05-20,0.73387
2018-05-21,0.32274,2018-05-21,1.55498,2018-05-21,1.32005,2018-05-21,4.90788,2018-05-21,0.60899
2018-05-22,0.31476,2018-05-22,1.7346,2018-05-22,1.40388,2018-05-22,5.49121,2018-05-22,0.66373
2018-05-23,0.30791,2018-05-23,1.63196,2018-05-23,1.32462,2018-05-23,4.96433,2018-05-23,0.53372
2018-05-24,0.29822,2018-05-24,1.55612,2018-05-24,1.22369,2018-05-24,4.88621,2018-05-24,0.50578
2018-05-25,0.268,2018-05-25,1.4512,2018-05-25,1.10109,2018-05-25,4.37985,2018-05-25,0.38489
2018-05-26,0.24861,2018-05-26,1.50423,2018-05-26,1.18662,2018-05-26,4.8155,2018-05-26,0.4881
2018-05-27,0.30221,2018-05-27,1.79448,2018-05-27,1.37023,2018-05-27,5.51858,2018-05-27,0.56052
2018-05-28,0.28853,2018-05-28,1.90852,2018-05-28,1.2961,2018-05-28,5.51345,2018-05-28,0.41626
2018-05-29,0.29252,2018-05-29,1.86632,2018-05-29,1.55727,2018-05-29,5.62293,2018-05-29,0.42595
2018-05-30,0.31875,2018-05-30,1.75684,2018-05-30,1.6331,2018-05-30,5.60411,2018-05-30,0.36608
2018-05-31,0.29309,2018-05-31,1.6428,2018-05-31,1.35484,2018-05-31,5.10859,2018-05-31,0.35581
2018-06-01,0.25374,2018-06-01,1.61885,2018-06-01,1.26018,2018-06-01,4.93068,2018-06-01,0.33471
2018-06-02,0.22637,2018-06-02,1.68499,2018-06-02,1.3115,2018-06-02,4.84971,2018-06-02,0.4174
2018-06-03,0.2623,2018-06-03,2.15086,2018-06-03,1.54415,2018-06-03,5.51459,2018-06-03,0.38831
2018-06-04,0.29423,2018-06-04,1.96554,2018-06-04,1.36852,2018-06-04,5.30817,2018-06-04,0.35467
2018-06-05,0.25659,2018-06-05,1.6696,2018-06-05,1.17123,2018-06-05,4.93867,2018-06-05,0.29993
2018-06-06,0.30905,2018-06-06,1.88799,2018-06-06,1.16552,2018-06-06,5.59385,2018-06-06,0.37235
2018-06-07,0.27256,2018-06-07,1.78592,2018-06-07,1.10394,2018-06-07,5.38059,2018-06-07,0.28282
2018-06-08,0.2526,2018-06-08,1.49625,2018-06-08,1.10337,2018-06-08,4.70317,2018-06-08,0.29138
2018-06-09,0.23493,2018-06-09,1.62284,2018-06-09,1.24707,2018-06-09,4.79896,2018-06-09,0.38432
2018-06-10,0.26857,2018-06-10,1.84237,2018-06-10,1.36282,2018-06-10,5.43989,2018-06-10,0.44249
2018-06-11,0.29594,2018-06-11,1.64052,2018-06-11,1.1678,2018-06-11,5.12627,2018-06-11,0.37178
2018-06-12,0.31076,2018-06-12,1.53446,2018-06-12,1.14386,2018-06-12,4.86739,2018-06-12,0.3541
2018-06-13,0.28339,2018-06-13,1.57836,2018-06-13,1.28299,2018-06-13,5.01166,2018-06-13,0.42253
2018-06-14,0.29537,2018-06-14,1.46717,2018-06-14,1.13929,2018-06-14,4.8001,2018-06-14,0.36265
2018-06-15,0.31305,2018-06-15,1.35142,2018-06-15,1.06802,2018-06-15,4.56688,2018-06-15,0.33072
2018-06-16,0.27142,2018-06-16,1.38335,2018-06-16,1.11991,2018-06-16,4.42319,2018-06-16,0.40257
2018-06-17,0.29195,2018-06-17,1.69469,2018-06-17,1.31378,2018-06-17,5.40169,2018-06-17,0.4613
2018-06-18,0.29765,2018-06-18,1.48542,2018-06-18,1.10052,2018-06-18,5.01736,2018-06-18,0.33528
2018-06-19,0.30278,2018-06-19,1.5892,2018-06-19,1.10736,2018-06-19,4.92498,2018-06-19,0.31647
2018-06-20,0.31989,2018-06-20,1.59205,2018-06-20,1.08398,2018-06-20,5.07495,2018-06-20,0.37121
2018-06-21,0.29651,2018-06-21,1.51108,2018-06-21,1.05775,2018-06-21,5.05613,2018-06-21,0.32787
2018-06-22,0.24861,2018-06-22,1.26474,2018-06-22,0.88098,2018-06-22,4.81265,2018-06-22,0.30905
2018-06-23,0.22295,2018-06-23,1.36054,2018-06-23,0.99902,2018-06-23,4.53267,2018-06-23,0.38204
2018-06-24,0.25887,2018-06-24,1.61828,2018-06-24,1.10508,2018-06-24,5.12057,2018-06-24,0.41968
2018-06-25,0.29822,2018-06-25,1.66675,2018-06-25,1.03894,2018-06-25,4.54351,2018-06-25,0.32559
2018-06-26,0.26914,2018-06-26,1.57494,2018-06-26,1.02411,2018-06-26,4.94779,2018-06-26,0.37064
2018-06-27,0.33699,2018-06-27,1.40901,2018-06-27,0.99845,2018-06-27,4.59026,2018-06-27,0.33414
2018-06-28,0.24804,2018-06-28,1.3115,2018-06-28,0.92204,2018-06-28,4.36503,2018-06-28,0.30563
2018-06-29,0.25887,2018-06-29,1.33545,2018-06-29,0.8827,2018-06-29,3.8199,2018-06-29,0.30734
2018-06-30,0.26629,2018-06-30,1.41528,2018-06-30,0.96253,2018-06-30,4.60395,2018-06-30,0.42937
