Date,Knit,Date,T-Shirt,Date,Shirt,Date,Blouse,Date,Hoodie
2016-01-01,3.93508,2016-01-01,0.34384,2016-01-01,0.48525,2016-01-01,0.89752,2016-01-01,2.69029
2016-01-02,4.57601,2016-01-02,0.40086,2016-01-02,0.57307,2016-01-02,1.01156,2016-01-02,3.15388
2016-01-03,4.8845,2016-01-03,0.44762,2016-01-03,0.65746,2016-01-03,1.37822,2016-01-03,3.39394
2016-01-04,4.40779,2016-01-04,0.50179,2016-01-04,0.68597,2016-01-04,1.35142,2016-01-04,3.2206
2016-01-05,4.47565,2016-01-05,0.48981,2016-01-05,0.65404,2016-01-05,1.40616,2016-01-05,3.14305
2016-01-06,4.38727,2016-01-06,0.48411,2016-01-06,0.68084,2016-01-06,1.38677,2016-01-06,3.22744
2016-01-07,4.308,2016-01-07,0.52745,2016-01-07,0.64149,2016-01-07,1.43752,2016-01-07,3.16357
2016-01-08,3.84271,2016-01-08,0.4231,2016-01-08,0.6164,2016-01-08,1.27273,2016-01-08,2.80833
2016-01-09,3.9003,2016-01-09,0.37064,2016-01-09,0.59245,2016-01-09,1.33032,2016-01-09,2.97255
2016-01-10,4.59939,2016-01-10,0.46415,2016-01-10,0.74584,2016-01-10,1.4991,2016-01-10,3.54904
2016-01-11,4.32967,2016-01-11,0.52004,2016-01-11,0.76295,2016-01-11,1.47629,2016-01-11,3.44013
2016-01-12,4.25611,2016-01-12,0.54855,2016-01-12,0.7926,2016-01-12,1.52932,2016-01-12,3.38995
2016-01-13,4.18826,2016-01-13,0.51718,2016-01-13,0.78861,2016-01-13,1.56012,2016-01-13,3.38995
2016-01-14,3.83529,2016-01-14,0.4881,2016-01-14,0.71619,2016-01-14,1.47344,2016-01-14,3.16015
2016-01-15,3.44241,2016-01-15,0.45161,2016-01-15,0.70593,2016-01-15,1.30922,2016-01-15,2.80434
2016-01-16,3.50514,2016-01-16,0.41397,2016-01-16,0.68882,2016-01-16,1.4398,2016-01-16,3.06207
2016-01-17,4.10786,2016-01-17,0.49552,2016-01-17,0.83423,2016-01-17,1.84808,2016-01-17,3.67677
2016-01-18,4.02632,2016-01-18,0.54798,2016-01-18,0.79716,2016-01-18,1.71921,2016-01-18,3.60663
2016-01-19,4.14948,2016-01-19,0.50065,2016-01-19,0.78975,2016-01-19,1.65534,2016-01-19,3.76287
2016-01-20,3.93223,2016-01-20,0.48069,2016-01-20,0.79146,2016-01-20,1.53617,2016-01-20,3.55817
2016-01-21,3.68361,2016-01-21,0.48696,2016-01-21,0.74299,2016-01-21,1.50994,2016-01-21,3.43443
2016-01-22,3.42302,2016-01-22,0.43735,2016-01-22,0.72645,2016-01-22,1.41756,2016-01-22,3.26393
2016-01-23,3.50799,2016-01-23,0.42139,2016-01-23,0.72417,2016-01-23,1.38335,2016-01-23,3.47434
2016-01-24,4.12553,2016-01-24,0.50407,2016-01-24,0.7869,2016-01-24,1.68271,2016-01-24,4.01263
2016-01-25,3.88718,2016-01-25,0.52289,2016-01-25,0.74014,2016-01-25,1.59889,2016-01-25,3.8045
2016-01-26,3.69103,2016-01-26,0.5303,2016-01-26,0.85247,2016-01-26,1.64394,2016-01-26,3.56387
2016-01-27,3.47206,2016-01-27,0.51205,2016-01-27,0.87357,2016-01-27,1.81843,2016-01-27,3.51312
2016-01-28,3.29644,2016-01-28,0.56223,2016-01-28,0.86217,2016-01-28,2.05051,2016-01-28,3.3928
2016-01-29,2.86649,2016-01-29,0.51205,2016-01-29,0.79944,2016-01-29,1.8515,2016-01-29,3.04839
2016-01-30,2.89842,2016-01-30,0.47727,2016-01-30,0.81142,2016-01-30,1.98835,2016-01-30,3.28332
2016-01-31,3.34205,2016-01-31,0.605,2016-01-31,0.94542,2016-01-31,2.21986,2016-01-31,3.96188
2016-02-01,3.14419,2016-02-01,0.54227,2016-02-01,0.92831,2016-02-01,2.19705,2016-02-01,3.47948
2016-02-02,2.98624,2016-02-02,0.55653,2016-02-02,0.90893,2016-02-02,2.14915,2016-02-02,3.15844
2016-02-03,2.67204,2016-02-03,0.53429,2016-02-03,0.8462,2016-02-03,2.09954,2016-02-03,2.9811
2016-02-04,2.49813,2016-02-04,0.45731,2016-02-04,0.77207,2016-02-04,2.04309,2016-02-04,2.72679
2016-02-05,2.29228,2016-02-05,0.38831,2016-02-05,0.69794,2016-02-05,1.75228,2016-02-05,2.83855
2016-02-06,2.43882,2016-02-06,0.42709,2016-02-06,0.74698,2016-02-06,1.85606,2016-02-06,3.19094
2016-02-07,2.32763,2016-02-07,0.39459,2016-02-07,0.739,2016-02-07,1.80246,2016-02-07,3.23827
2016-02-08,2.29969,2016-02-08,0.38717,2016-02-08,0.81826,2016-02-08,1.77851,2016-02-08,3.77314
2016-02-09,2.77925,2016-02-09,0.49666,2016-02-09,0.95853,2016-02-09,2.2056,2016-02-09,4.71172
2016-02-10,3.07747,2016-02-10,0.66544,2016-02-10,1.1986,2016-02-10,2.87333,2016-02-10,5.50204
2016-02-11,2.71025,2016-02-11,0.64092,2016-02-11,1.23794,2016-02-11,2.87789,2016-02-11,5.1679
2016-02-12,2.48273,2016-02-12,0.6797,2016-02-12,1.10451,2016-02-12,2.88132,2016-02-12,4.69575
2016-02-13,2.50098,2016-02-13,0.69509,2016-02-13,1.1775,2016-02-13,3.20577,2016-02-13,4.79383
2016-02-14,2.79122,2016-02-14,0.71562,2016-02-14,1.26303,2016-02-14,3.73208,2016-02-14,5.16333
2016-02-15,2.55572,2016-02-15,0.72588,2016-02-15,1.19289,2016-02-15,3.14248,2016-02-15,4.80809
2016-02-16,2.493,2016-02-16,0.69338,2016-02-16,1.20715,2016-02-16,3.16414,2016-02-16,4.66781
2016-02-17,2.36641,2016-02-17,0.68825,2016-02-17,1.141,2016-02-17,2.99422,2016-02-17,4.52469
2016-02-18,2.17595,2016-02-18,0.66772,2016-02-18,1.07429,2016-02-18,2.99023,2016-02-18,4.28463
2016-02-19,1.9741,2016-02-19,0.68483,2016-02-19,0.9363,2016-02-19,2.74674,2016-02-19,3.98127
2016-02-20,2.01344,2016-02-20,0.6586,2016-02-20,0.93173,2016-02-20,2.87732,2016-02-20,4.32397
2016-02-21,2.27859,2016-02-21,0.72874,2016-02-21,1.17066,2016-02-21,3.4943,2016-02-21,5.11144
2016-02-22,2.17139,2016-02-22,0.75326,2016-02-22,1.13074,2016-02-22,3.20406,2016-02-22,4.80581
2016-02-23,2.3111,2016-02-23,0.77435,2016-02-23,1.18035,2016-02-23,3.18068,2016-02-23,4.99569
2016-02-24,2.04879,2016-02-24,0.71163,2016-02-24,1.13644,2016-02-24,2.92009,2016-02-24,4.55263
2016-02-25,1.8572,2016-02-25,0.75097,2016-02-25,1.00871,2016-02-25,3.00619,2016-02-25,4.43402
2016-02-26,1.74829,2016-02-26,0.63294,2016-02-26,0.92717,2016-02-26,2.74902,2016-02-26,3.90486
2016-02-27,1.75399,2016-02-27,0.69623,2016-02-27,1.04407,2016-02-27,3.05067,2016-02-27,4.24129
2016-02-28,1.95642,2016-02-28,0.78462,2016-02-28,1.20658,2016-02-28,3.93964,2016-02-28,4.9438
2016-02-29,1.70381,2016-02-29,0.72874,2016-02-29,1.10565,2016-02-29,3.24055,2016-02-29,4.47907
2016-03-01,1.90966,2016-03-01,0.81826,2016-03-01,1.19974,2016-03-01,3.66081,2016-03-01,4.74821
2016-03-02,1.44949,2016-03-02,0.73216,2016-03-02,0.98533,2016-03-02,2.93321,2016-03-02,3.32038
2016-03-03,1.32119,2016-03-03,0.76067,2016-03-03,0.9534,2016-03-03,2.99308,2016-03-03,3.0883
2016-03-04,1.27729,2016-03-04,0.81028,2016-03-04,0.97564,2016-03-04,3.12138,2016-03-04,3.16414
2016-03-05,1.70153,2016-03-05,0.94941,2016-03-05,1.21855,2016-03-05,3.63286,2016-03-05,4.52925
2016-03-06,1.86461,2016-03-06,1.18833,2016-03-06,1.43296,2016-03-06,4.41692,2016-03-06,5.20781
2016-03-07,1.62455,2016-03-07,1.15298,2016-03-07,1.28071,2016-03-07,4.03316,2016-03-07,3.88832
2016-03-08,1.57323,2016-03-08,1.01784,2016-03-08,1.15412,2016-03-08,3.77941,2016-03-08,3.7891
2016-03-09,1.52476,2016-03-09,0.9363,2016-03-09,0.99332,2016-03-09,3.55417,2016-03-09,3.45039
2016-03-10,1.49682,2016-03-10,0.83936,2016-03-10,0.97735,2016-03-10,3.49829,2016-03-10,3.17156
2016-03-11,1.48941,2016-03-11,0.83081,2016-03-11,0.88669,2016-03-11,3.3278,2016-03-11,3.06036
2016-03-12,1.58407,2016-03-12,0.89524,2016-03-12,1.07372,2016-03-12,3.49544,2016-03-12,4.60623
2016-03-13,1.85207,2016-03-13,1.07144,2016-03-13,1.36396,2016-03-13,4.63816,2016-03-13,5.88238
2016-03-14,1.57836,2016-03-14,1.01841,2016-03-14,1.16153,2016-03-14,3.94934,2016-03-14,3.89916
2016-03-15,1.56468,2016-03-15,1.06174,2016-03-15,1.13644,2016-03-15,4.27322,2016-03-15,3.88661
2016-03-16,1.36738,2016-03-16,1.13245,2016-03-16,1.22882,2016-03-16,3.98697,2016-03-16,3.98241
2016-03-17,1.20373,2016-03-17,1.08968,2016-03-17,1.13017,2016-03-17,3.87692,2016-03-17,3.80393
2016-03-18,1.11306,2016-03-18,1.09482,2016-03-18,1.06859,2016-03-18,3.80564,2016-03-18,3.66993
2016-03-19,1.28014,2016-03-19,1.34799,2016-03-19,1.48713,2016-03-19,4.34678,2016-03-19,5.59043
2016-03-20,1.43638,2016-03-20,1.52191,2016-03-20,1.7768,2016-03-20,5.22492,2016-03-20,6.55068
2016-03-21,1.14842,2016-03-21,1.40559,2016-03-21,1.46831,2016-03-21,4.51385,2016-03-21,4.38384
2016-03-22,1.18833,2016-03-22,1.37536,2016-03-22,1.3708,2016-03-22,4.80524,2016-03-22,3.79595
2016-03-23,1.08512,2016-03-23,1.27729,2016-03-23,1.30124,2016-03-23,4.48876,2016-03-23,3.81762
2016-03-24,1.07429,2016-03-24,1.12276,2016-03-24,1.19575,2016-03-24,3.91683,2016-03-24,3.36372
2016-03-25,1.02468,2016-03-25,1.04977,2016-03-25,1.08398,2016-03-25,3.58782,2016-03-25,3.43101
2016-03-26,1.26702,2016-03-26,1.19004,2016-03-26,1.2465,2016-03-26,3.94078,2016-03-26,5.32927
2016-03-27,1.35256,2016-03-27,1.34115,2016-03-27,1.64451,2016-03-27,4.69632,2016-03-27,6.16635
2016-03-28,1.07771,2016-03-28,1.28356,2016-03-28,1.31549,2016-03-28,4.2105,2016-03-28,3.86723
2016-03-29,1.0492,2016-03-29,1.23794,2016-03-29,1.30124,2016-03-29,4.44258,2016-03-29,3.74748
2016-03-30,1.00016,2016-03-30,1.30523,2016-03-30,1.23281,2016-03-30,4.24129,2016-03-30,3.54847
2016-03-31,0.942,2016-03-31,1.23851,2016-03-31,1.18833,2016-03-31,4.27265,2016-03-31,3.06493
2016-04-01,0.87072,2016-04-01,1.28584,2016-04-01,1.30523,2016-04-01,4.15291,2016-04-01,2.59792
2016-04-02,1.0013,2016-04-02,1.45234,2016-04-02,1.4934,2016-04-02,4.80581,2016-04-02,3.96074
2016-04-03,1.09482,2016-04-03,1.74601,2016-04-03,1.84352,2016-04-03,6.02266,2016-04-03,4.92498
2016-04-04,0.93116,2016-04-04,1.53959,2016-04-04,1.54586,2016-04-04,5.05385,2016-04-04,3.14704
2016-04-05,0.86046,2016-04-05,1.5048,2016-04-05,1.39931,2016-04-05,5.15421,2016-04-05,2.89443
2016-04-06,0.85818,2016-04-06,1.52875,2016-04-06,1.32576,2016-04-06,4.76019,2016-04-06,2.71025
2016-04-07,0.77777,2016-04-07,1.36225,2016-04-07,1.29154,2016-04-07,4.32967,2016-04-07,2.31509
2016-04-08,0.72303,2016-04-08,1.32519,2016-04-08,1.28755,2016-04-08,4.15519,2016-04-08,2.23982
2016-04-09,0.8405,2016-04-09,1.34286,2016-04-09,1.3919,2016-04-09,4.46425,2016-04-09,3.08089
2016-04-10,0.87984,2016-04-10,1.72605,2016-04-10,1.74031,2016-04-10,5.32471,2016-04-10,3.66309
2016-04-11,0.74869,2016-04-11,1.50252,2016-04-11,1.47116,2016-04-11,4.80809,2016-04-11,2.60077
2016-04-12,0.69566,2016-04-12,1.43011,2016-04-12,1.3229,2016-04-12,4.61364,2016-04-12,2.31395
2016-04-13,0.85361,2016-04-13,1.52989,2016-04-13,1.61885,2016-04-13,4.94665,2016-04-13,3.00562
2016-04-14,0.66316,2016-04-14,1.43467,2016-04-14,1.46033,2016-04-14,4.57829,2016-04-14,2.02256
2016-04-15,0.64719,2016-04-15,1.67701,2016-04-15,1.26246,2016-04-15,4.45512,2016-04-15,1.76654
2016-04-16,0.6854,2016-04-16,1.85264,2016-04-16,1.44037,2016-04-16,4.96376,2016-04-16,2.75587
2016-04-17,0.70593,2016-04-17,1.8686,2016-04-17,1.58863,2016-04-17,5.20268,2016-04-17,3.36942
2016-04-18,0.66829,2016-04-18,1.68785,2016-04-18,1.48257,2016-04-18,4.90674,2016-04-18,2.44453
2016-04-19,0.61241,2016-04-19,1.50138,2016-04-19,1.40217,2016-04-19,4.71001,2016-04-19,2.14231
2016-04-20,0.65689,2016-04-20,1.45349,2016-04-20,1.45406,2016-04-20,4.54008,2016-04-20,2.18451
2016-04-21,0.57763,2016-04-21,1.37137,2016-04-21,1.33317,2016-04-21,4.20765,2016-04-21,2.1731
2016-04-22,0.5417,2016-04-22,1.33032,2016-04-22,1.41414,2016-04-22,4.10444,2016-04-22,1.83268
2016-04-23,0.63237,2016-04-23,1.31948,2016-04-23,1.44151,2016-04-23,4.22361,2016-04-23,2.6173
2016-04-24,0.59759,2016-04-24,1.64622,2016-04-24,1.65819,2016-04-24,5.0778,2016-04-24,2.96742
2016-04-25,0.52916,2016-04-25,1.8093,2016-04-25,1.47458,2016-04-25,4.90331,2016-04-25,1.72149
2016-04-26,0.50977,2016-04-26,1.94045,2016-04-26,1.52818,2016-04-26,5.1525,2016-04-26,1.4016
2016-04-27,0.53771,2016-04-27,1.72776,2016-04-27,1.54187,2016-04-27,4.79269,2016-04-27,1.49739
2016-04-28,0.49438,2016-04-28,1.53503,2016-04-28,1.34571,2016-04-28,4.25783,2016-04-28,1.41471
2016-04-29,0.47727,2016-04-29,1.42383,2016-04-29,1.30865,2016-04-29,4.0497,2016-04-29,1.32119
2016-04-30,0.47442,2016-04-30,1.45634,2016-04-30,1.42611,2016-04-30,4.11071,2016-04-30,1.77053
2016-05-01,0.49552,2016-05-01,1.69925,2016-05-01,1.77053,2016-05-01,5.32243,2016-05-01,1.75114
2016-05-02,0.48069,2016-05-02,1.90282,2016-05-02,1.58007,2016-05-02,4.92384,2016-05-02,1.1621
2016-05-03,0.47613,2016-05-03,1.60174,2016-05-03,1.33887,2016-05-03,4.87252,2016-05-03,1.20886
2016-05-04,0.40485,2016-05-04,1.34115,2016-05-04,1.2043,2016-05-04,3.90429,2016-05-04,1.08056
2016-05-05,0.4288,2016-05-05,1.41927,2016-05-05,1.33545,2016-05-05,4.28177,2016-05-05,1.19404
2016-05-06,0.47157,2016-05-06,1.52875,2016-05-06,1.42098,2016-05-06,4.62505,2016-05-06,1.21627
2016-05-07,0.38946,2016-05-07,1.58521,2016-05-07,1.32347,2016-05-07,4.66496,2016-05-07,1.05775
2016-05-08,0.37748,2016-05-08,1.76425,2016-05-08,1.45691,2016-05-08,5.19527,2016-05-08,1.00643
2016-05-09,0.38432,2016-05-09,1.86347,2016-05-09,1.43467,2016-05-09,5.21979,2016-05-09,0.71106
2016-05-10,0.41854,2016-05-10,1.68842,2016-05-10,1.36054,2016-05-10,5.0396,2016-05-10,0.89524
2016-05-11,0.42253,2016-05-11,1.68556,2016-05-11,1.35883,2016-05-11,4.9706,2016-05-11,0.80115
2016-05-12,0.38603,2016-05-12,1.67758,2016-05-12,1.3269,2016-05-12,5.10289,2016-05-12,0.67456
2016-05-13,0.34498,2016-05-13,1.39874,2016-05-13,1.18149,2016-05-13,4.4095,2016-05-13,0.57307
2016-05-14,0.31989,2016-05-14,1.53275,2016-05-14,1.25733,2016-05-14,4.73567,2016-05-14,0.76751
2016-05-15,0.34327,2016-05-15,1.86518,2016-05-15,1.51564,2016-05-15,6.08139,2016-05-15,0.97792
2016-05-16,0.36836,2016-05-16,1.78934,2016-05-16,1.43695,2016-05-16,5.64574,2016-05-16,0.70422
2016-05-17,0.34213,2016-05-17,1.84295,2016-05-17,1.43125,2016-05-17,5.82707,2016-05-17,0.64434
2016-05-18,0.34327,2016-05-18,1.95699,2016-05-18,1.35085,2016-05-18,5.92686,2016-05-18,0.52631
2016-05-19,0.30734,2016-05-19,1.89141,2016-05-19,1.23623,2016-05-19,5.7307,2016-05-19,0.39174
2016-05-20,0.24918,2016-05-20,1.81044,2016-05-20,1.12105,2016-05-20,5.05613,2016-05-20,0.3484
2016-05-21,0.22751,2016-05-21,1.74601,2016-05-21,1.06916,2016-05-21,5.1257,2016-05-21,0.44192
2016-05-22,0.29024,2016-05-22,2.13376,2016-05-22,1.35199,2016-05-22,6.46857,2016-05-22,0.46929
2016-05-23,0.28339,2016-05-23,2.16569,2016-05-23,1.3229,2016-05-23,6.25473,2016-05-23,0.36094
2016-05-24,0.29993,2016-05-24,1.86803,2016-05-24,1.15754,2016-05-24,5.80312,2016-05-24,0.37577
2016-05-25,0.30506,2016-05-25,1.89198,2016-05-25,1.18548,2016-05-25,5.7575,2016-05-25,0.37805
2016-05-26,0.28282,2016-05-26,1.77338,2016-05-26,1.05205,2016-05-26,5.31843,2016-05-26,0.36494
2016-05-27,0.24804,2016-05-27,1.61258,2016-05-27,0.95055,2016-05-27,4.77901,2016-05-27,0.33757
2016-05-28,0.23493,2016-05-28,1.75456,2016-05-28,1.04749,2016-05-28,4.87366,2016-05-28,0.42994
2016-05-29,0.27997,2016-05-29,2.08985,2016-05-29,1.18206,2016-05-29,5.80369,2016-05-29,0.5092
2016-05-30,0.29708,2016-05-30,2.04651,2016-05-30,1.14956,2016-05-30,5.69934,2016-05-30,0.35125
2016-05-31,0.29366,2016-05-31,1.95414,2016-05-31,1.145,2016-05-31,5.92971,2016-05-31,0.30563
2016-06-01,0.26116,2016-06-01,1.96896,2016-06-01,1.19289,2016-06-01,5.95138,2016-06-01,0.29822
2016-06-02,0.26857,2016-06-02,1.79562,2016-06-02,1.05262,2016-06-02,5.64346,2016-06-02,0.28054
2016-06-03,0.24006,2016-06-03,1.62455,2016-06-03,0.87585,2016-06-03,4.90217,2016-06-03,0.27085
2016-06-04,0.21554,2016-06-04,1.57323,2016-06-04,0.9899,2016-06-04,4.99797,2016-06-04,0.41454
2016-06-05,0.24633,2016-06-05,1.80075,2016-06-05,1.05205,2016-06-05,5.53968,2016-06-05,0.40314
2016-06-06,0.31248,2016-06-06,1.95699,2016-06-06,1.18377,2016-06-06,6.08937,2016-06-06,0.48183
2016-06-07,0.27598,2016-06-07,1.78307,2016-06-07,1.09197,2016-06-07,5.38287,2016-06-07,0.333
2016-06-08,0.28568,2016-06-08,1.8726,2016-06-08,1.01898,2016-06-08,5.75978,2016-06-08,0.31761
2016-06-09,0.25944,2016-06-09,1.78706,2016-06-09,1.01556,2016-06-09,5.52656,2016-06-09,0.30392
2016-06-10,0.24405,2016-06-10,1.62113,2016-06-10,0.89866,2016-06-10,4.90331,2016-06-10,0.31076
2016-06-11,0.25374,2016-06-11,1.73061,2016-06-11,1.06003,2016-06-11,4.92213,2016-06-11,0.40143
2016-06-12,0.26629,2016-06-12,2.20618,2016-06-12,1.23224,2016-06-12,6.24504,2016-06-12,0.47955
2016-06-13,0.28282,2016-06-13,1.94901,2016-06-13,1.06003,2016-06-13,5.71132,2016-06-13,0.31476
2016-06-14,0.28111,2016-06-14,1.80873,2016-06-14,1.12048,2016-06-14,6.0084,2016-06-14,0.29081
2016-06-15,0.30848,2016-06-15,1.70552,2016-06-15,1.06574,2016-06-15,5.61495,2016-06-15,0.37406
2016-06-16,0.27313,2016-06-16,1.66105,2016-06-16,0.96253,2016-06-16,4.8634,2016-06-16,0.30563
2016-06-17,0.23379,2016-06-17,1.52134,2016-06-17,0.87129,2016-06-17,4.48591,2016-06-17,0.29765
2016-06-18,0.2315,2016-06-18,1.54928,2016-06-18,0.98476,2016-06-18,4.60053,2016-06-18,0.40314
2016-06-19,0.29765,2016-06-19,1.93361,2016-06-19,1.12447,2016-06-19,5.39028,2016-06-19,0.46358
2016-06-20,0.27484,2016-06-20,1.815,2016-06-20,0.99446,2016-06-20,5.2962,2016-06-20,0.32217
2016-06-21,0.2583,2016-06-21,1.77167,2016-06-21,1.01727,2016-06-21,5.29962,2016-06-21,0.30962
2016-06-22,0.30164,2016-06-22,1.86746,2016-06-22,1.04521,2016-06-22,5.32129,2016-06-22,0.33186
2016-06-23,0.26743,2016-06-23,1.6542,2016-06-23,0.93687,2016-06-23,4.91757,2016-06-23,0.33243
2016-06-24,0.23607,2016-06-24,1.478,2016-06-24,0.9095,2016-06-24,4.33138,2016-06-24,0.34612
2016-06-25,0.24006,2016-06-25,1.56354,2016-06-25,0.96367,2016-06-25,4.54065,2016-06-25,0.49095
2016-06-26,0.26572,2016-06-26,1.8629,2016-06-26,1.08854,2016-06-26,5.13939,2016-06-26,0.50008
2016-06-27,0.28282,2016-06-27,1.66047,2016-06-27,0.99218,2016-06-27,4.88051,2016-06-27,0.3809
2016-06-28,0.28054,2016-06-28,1.75912,2016-06-28,0.98705,2016-06-28,4.94323,2016-06-28,0.35581
2016-06-29,0.29195,2016-06-29,1.62113,2016-06-29,0.97507,2016-06-29,4.84002,2016-06-29,0.38432
2016-06-30,0.26914,2016-06-30,1.58407,2016-06-30,0.91634,2016-06-30,4.57658,2016-06-30,0.42595
2016-07-01,0.268,2016-07-01,1.45463,2016-07-01,0.91976,2016-07-01,4.27094,2016-07-01,0.41511
2016-07-02,0.27769,2016-07-02,1.58292,2016-07-02,1.10565,2016-07-02,4.39354,2016-07-02,0.53543
2016-07-03,0.29594,2016-07-03,1.99348,2016-07-03,1.29382,2016-07-03,5.31216,2016-07-03,0.59131
2016-07-04,0.31818,2016-07-04,1.68442,2016-07-04,1.13758,2016-07-04,4.93867,2016-07-04,0.50863
2016-07-05,0.33814,2016-07-05,1.69298,2016-07-05,1.145,2016-07-05,5.21751,2016-07-05,0.49209
2016-07-06,0.31362,2016-07-06,1.70723,2016-07-06,1.10109,2016-07-06,5.38287,2016-07-06,0.46929
2016-07-07,0.27997,2016-07-07,1.59775,2016-07-07,1.02525,2016-07-07,4.97288,2016-07-07,0.4174
2016-07-08,0.2526,2016-07-08,1.41471,2016-07-08,0.90265,2016-07-08,4.34108,2016-07-08,0.36665
2016-07-09,0.21953,2016-07-09,1.57893,2016-07-09,0.97165,2016-07-09,4.28919,2016-07-09,0.4288
2016-07-10,0.27769,2016-07-10,2.018,2016-07-10,1.30124,2016-07-10,5.15706,2016-07-10,0.49209
2016-07-11,0.29822,2016-07-11,1.85321,2016-07-11,1.08683,2016-07-11,4.88963,2016-07-11,0.34555
2016-07-12,0.29708,2016-07-12,1.85264,2016-07-12,1.0914,2016-07-12,4.94608,2016-07-12,0.33243
2016-07-13,0.34213,2016-07-13,1.78763,2016-07-13,0.98876,2016-07-13,4.60053,2016-07-13,0.34726
2016-07-14,0.28796,2016-07-14,1.68899,2016-07-14,0.99332,2016-07-14,4.35134,2016-07-14,0.33814
2016-07-15,0.28282,2016-07-15,1.51564,2016-07-15,0.9363,2016-07-15,3.89517,2016-07-15,0.34783
2016-07-16,0.32958,2016-07-16,1.68499,2016-07-16,1.00985,2016-07-16,4.29717,2016-07-16,0.55482
2016-07-17,0.36665,2016-07-17,1.83667,2016-07-17,1.21057,2016-07-17,4.5532,2016-07-17,0.60899
2016-07-18,0.31761,2016-07-18,1.68442,2016-07-18,1.10736,2016-07-18,4.40551,2016-07-18,0.48297
2016-07-19,0.31989,2016-07-19,1.84409,2016-07-19,1.14614,2016-07-19,4.63132,2016-07-19,0.41854
2016-07-20,0.3062,2016-07-20,1.70837,2016-07-20,1.21,2016-07-20,4.30059,2016-07-20,0.42196
2016-07-21,0.34213,2016-07-21,1.6867,2016-07-21,1.01271,2016-07-21,3.84841,2016-07-21,0.47898
2016-07-22,0.30962,2016-07-22,1.43581,2016-07-22,1.00358,2016-07-22,3.4618,2016-07-22,0.43393
2016-07-23,0.25716,2016-07-23,1.44778,2016-07-23,1.00757,2016-07-23,3.62944,2016-07-23,0.53543
2016-07-24,0.28739,2016-07-24,1.74031,2016-07-24,1.10508,2016-07-24,4.17799,2016-07-24,0.58048
2016-07-25,0.33471,2016-07-25,1.71693,2016-07-25,1.07714,2016-07-25,3.81591,2016-07-25,0.54056
2016-07-26,0.333,2016-07-26,1.66903,2016-07-26,1.09197,2016-07-26,3.90999,2016-07-26,0.50464
2016-07-27,0.33757,2016-07-27,1.64622,2016-07-27,1.03209,2016-07-27,3.79481,2016-07-27,0.5246
2016-07-28,0.35296,2016-07-28,1.47572,2016-07-28,1.06688,2016-07-28,3.63743,2016-07-28,0.57991
2016-07-29,0.31704,2016-07-29,1.25163,2016-07-29,0.92147,2016-07-29,3.26051,2016-07-29,0.57934
2016-07-30,0.31362,2016-07-30,1.17465,2016-07-30,0.93344,2016-07-30,3.15958,2016-07-30,0.57934
2016-07-31,0.29993,2016-07-31,1.43353,2016-07-31,1.08854,2016-07-31,3.70243,2016-07-31,0.64662
2016-08-01,0.34555,2016-08-01,1.38335,2016-08-01,1.0703,2016-08-01,3.6437,2016-08-01,0.67913
2016-08-02,0.38546,2016-08-02,1.44664,2016-08-02,1.12561,2016-08-02,4.0725,2016-08-02,0.7122
2016-08-03,0.3866,2016-08-03,1.48143,2016-08-03,1.11021,2016-08-03,3.99552,2016-08-03,0.7447
2016-08-04,0.39231,2016-08-04,1.36453,2016-08-04,1.08683,2016-08-04,3.61291,2016-08-04,0.78918
2016-08-05,0.38375,2016-08-05,1.17009,2016-08-05,0.96709,2016-08-05,3.45325,2016-08-05,0.77378
2016-08-06,0.36551,2016-08-06,1.17066,2016-08-06,0.9055,2016-08-06,3.40079,2016-08-06,0.8405
2016-08-07,0.40998,2016-08-07,1.26303,2016-08-07,1.08797,2016-08-07,3.90657,2016-08-07,1.01955
2016-08-08,0.45275,2016-08-08,1.33374,2016-08-08,1.1182,2016-08-08,3.77998,2016-08-08,1.00814
2016-08-09,0.45674,2016-08-09,1.43182,2016-08-09,1.08626,2016-08-09,3.76858,2016-08-09,1.20487
2016-08-10,0.44762,2016-08-10,1.30067,2016-08-10,1.04122,2016-08-10,3.63458,2016-08-10,1.21114
2016-08-11,0.46358,2016-08-11,1.15184,2016-08-11,1.02468,2016-08-11,3.29586,2016-08-11,1.31321
2016-08-12,0.46872,2016-08-12,1.02582,2016-08-12,0.97279,2016-08-12,3.0119,2016-08-12,1.36225
2016-08-13,0.41511,2016-08-13,0.97336,2016-08-13,1.01328,2016-08-13,3.13848,2016-08-13,1.47173
2016-08-14,0.49152,2016-08-14,1.01898,2016-08-14,1.02069,2016-08-14,3.55075,2016-08-14,1.74886
2016-08-15,0.52802,2016-08-15,1.16723,2016-08-15,1.19175,2016-08-15,4.04798,2016-08-15,1.90111
2016-08-16,0.52004,2016-08-16,1.16609,2016-08-16,1.12789,2016-08-16,3.83415,2016-08-16,1.75855
2016-08-17,0.64605,2016-08-17,1.17066,2016-08-17,1.21798,2016-08-17,3.93223,2016-08-17,1.74943
2016-08-18,0.62496,2016-08-18,1.09368,2016-08-18,1.23224,2016-08-18,3.70357,2016-08-18,1.78022
2016-08-19,0.6261,2016-08-19,1.00358,2016-08-19,1.10679,2016-08-19,3.35802,2016-08-19,1.80531
