ds,yhat,yhat_lower,yhat_upper
2016-01-01,-0.1903991958836715,-1.7208706270402463,1.358118457491325
2016-01-02,0.00019928033972926862,-1.5141883284821955,1.5819920067551985
2016-01-03,0.36141297419888707,-1.0580807718594767,1.853409709745437
2016-01-04,0.31439318152417417,-1.1125655087039539,1.7775901764149342
2016-01-05,0.20465130735660264,-1.2872376719717946,1.7015208924130185
2016-01-06,0.2732338803523662,-1.2895080187520902,1.7458916208070883
2016-01-07,0.18293069441245657,-1.242621521790168,1.706737004573946
2016-01-08,0.11114953065745425,-1.2789213091846008,1.5685372265674205
2016-01-09,0.3126995174273124,-1.1777176468187174,1.7283223514890875
2016-01-10,0.6821623624719999,-0.9257240171034201,2.1227228977344086
2016-01-11,0.6408424217993848,-0.9254122317339633,2.230404130145105
2016-01-12,0.5344323249061027,-1.0324500532178849,2.0551652780444973
2016-01-13,0.6041798309415842,-0.8693841782712748,2.0832839443389135
2016-01-14,0.5130877965407998,-0.8245766578061176,2.1130917384466725
2016-01-15,0.4387809722161473,-1.069732567409916,1.865366516360491
2016-01-16,0.6362819337635484,-0.8457547153489213,2.134546914162244
2016-01-17,1.0003756091391085,-0.43127786338528146,2.5487230247609114
2016-01-18,0.9525535623991113,-0.510910512611539,2.4803714673290242
2016-01-19,0.8386749166341166,-0.6617158836215505,2.2652240350329995
2016-01-20,0.9001297131423954,-0.60680091452245,2.405176442331857
2016-01-21,0.8000366674202561,-0.5964134678145446,2.388005735664186
2016-01-22,0.7161090738387149,-0.8069663816406,2.167095121507116
2016-01-23,0.9034311550289369,-0.6125731247532932,2.4267469084013227
2016-01-24,1.2568242614123415,-0.2673185896872832,2.788319183033379
2016-01-25,1.1977939850965182,-0.3721299803695932,2.6936344271249997
2016-01-26,1.0721949338753765,-0.3681868370682078,2.6148162514543136
2016-01-27,1.1213987923417577,-0.34562812222589534,2.596654581762643
2016-01-28,1.008497432145583,-0.523059413809014,2.4809638396308284
2016-01-29,0.9111746031430309,-0.647056061157015,2.3865406651114447
2016-01-30,1.0844882670172271,-0.35759817578858427,2.6450855264815036
2016-01-31,1.4232427378485897,-0.08810563159378795,2.875144968632179
2016-02-01,1.3489414542983529,-0.1787934583549283,2.704106050240316
2016-02-02,1.2074568989266954,-0.29281135333197983,2.6811519903739116
