ds,yhat,yhat_lower,yhat_upper,month
2023-02-06,16.687962268230343,14.26304237938175,19.10148309415884,2
2023-02-07,16.47563670811995,14.129038640552906,18.89118467764919,2
2023-02-08,16.628548103715794,14.120397424284144,19.111735927242762,2
2023-02-09,16.587690207605018,14.09789206928962,19.050170859425286,2
2023-02-10,16.516402836543232,13.901183815298607,19.02120218656104,2
2023-02-11,16.478379545801058,14.199448016064531,18.885309671242403,2
2023-02-12,17.37290749636514,14.816857576819581,19.933495087087135,2
2023-02-13,17.211680275396883,14.816019905740797,19.758944686655298,2
2023-02-14,17.023013958324075,14.451534826531097,19.378738785833388,2
2023-02-15,17.19140468608169,14.533483438718017,19.625811915880345,2
2023-02-16,17.157247070930488,14.700398089041723,19.574918930659617,2
2023-02-17,17.083523671392847,14.4998138354636,19.686228200818256,2
2023-02-18,17.03382201174061,14.565764746528327,19.320797047628275,2
2023-02-19,17.90757675042651,15.269451608107977,20.427085981996843,2
2023-02-20,17.716879885114512,15.453109663777905,20.191138394581436,2
2023-02-21,17.490678520841055,15.003291149189607,19.9760011591839,2
2023-02-22,17.61432063061937,15.26395224032054,20.293092720181544,2
2023-02-23,17.52924683430947,15.083033709718853,20.239980118618853,2
2023-02-24,17.399650041669595,14.972879538768035,19.980579497486005,2
2023-02-25,17.290458102915657,14.834004221021532,19.687615435797493,2
2023-02-26,18.10253804755552,15.540710753898482,20.66652544136558,2
2023-02-27,17.84946587500654,15.318973468520179,20.480098148999478,2
2023-02-28,17.561682568207843,14.85223453555142,20.27556467201035,2
2023-03-01,17.62599794056647,15.132061900413003,20.070285619864624,3
2023-03-02,17.485241525956422,14.990735581864202,19.89964232632002,3
2023-03-03,17.304883510703743,14.730526789718436,19.869786727009537,3
2023-03-04,17.150981940519188,14.706065714843279,19.608089174848313,3
2023-03-05,17.925355778268035,15.157312182274934,20.725651792489852,3
2023-03-06,17.642328648712862,15.179258176713859,20.283267138101294,3
2023-03-07,17.33286466675228,14.800021296657789,19.810102684527802,3
2023-03-08,17.384058517138968,14.934467382724817,19.89707440721885,3
2023-03-09,17.23877936961181,14.72175077512021,19.630799147756843,3
2023-03-10,17.062291808918108,14.528971295842238,19.556642874241845,3
2023-03-11,16.920209994461253,14.38234483845852,19.65819526507077,3
2023-03-12,17.713684409607346,15.047256125780585,20.216061106377026,3
2023-03-13,17.456165629401717,14.821468369968617,19.97476220898948,3
2023-03-14,17.177565916649144,14.810929216077376,19.747249069947767,3
2023-03-15,17.263780065260132,14.73317135514138,19.72127567041836,3
2023-03-16,17.156364185216436,14.528053981381403,19.817521491366517,3
2023-03-17,17.01919460401259,14.580298355641625,19.48307859167897,3
2023-03-18,16.916462008729788,14.415684467480961,19.476298308698055,3
2023-03-19,17.74789904349456,15.105475071379086,20.246724570998982,3
2023-03-20,17.52558462409928,14.996065649671229,20.227143997494903,3
2023-03-21,17.27814462439085,14.607533941746148,19.74327915235975,3
2023-03-22,17.39030924281983,14.724112081737974,19.768162594159648,3
2023-03-23,17.302624709403652,14.824427397168257,19.782620376251383,3
2023-03-24,17.178140579897285,14.587912033168072,19.462277262157833,3
2023-03-25,17.080426945569307,14.613679315311247,19.691489611022558,3
2023-03-26,17.908819132410088,15.378565265694998,20.42729402327147,3
2023-03-27,17.67523268357735,15.119703118873979,20.126233468457674,3
2023-03-28,17.408367997531837,14.75718517531381,20.04801312114478,3
2023-03-29,17.493264841690788,15.006555357462105,19.96591261885398,3
2023-03-30,17.37100450882051,14.837348008020887,20.049017842449974,3
2023-03-31,17.20538116194012,14.77947506056937,19.742795188472346,3
2023-04-01,17.060897177946146,14.509392281706928,19.770668012107645,4
2023-04-02,17.83798071406793,15.323481518886874,20.641877492688536,4
2023-04-03,17.549769090521778,15.021755680389784,20.00302967771958,4
2023-04-04,17.22627828711112,14.779407486039531,19.73107811754104,4
2023-04-05,17.25391979770064,14.70903934502055,19.64338250670883,4
2023-04-06,17.075163702656766,14.603253347282559,19.610032276004826,4
2023-04-07,16.855170635042874,14.31403348771732,19.323144650247606,4
2023-04-08,16.659748585101706,14.293264571103107,19.270114025748466,4
2023-04-09,17.390533872933936,14.855678582770217,19.953054202175025,4
2023-04-10,17.061740928111202,14.478479466831216,19.713060835079396,4
2023-04-11,16.70430212882549,14.190058989003575,19.25672423716762,4
2023-04-12,16.70535978141238,14.022978480691489,19.199179500672084,4
2023-04-13,16.50790979543043,13.889549932946357,18.88292711334391,4
2023-04-14,16.27742026363392,13.839893116957315,18.84511408218622,4
2023-04-15,16.07978124826375,13.564185614331636,18.497238118936767,4
2023-04-16,16.816485274196467,14.24284803459137,19.23561539717881,4
2023-04-17,16.50138314743383,13.876878367795111,18.68116529405407,4
2023-04-18,16.16483614174489,13.572782053841335,18.695699945065204,4
2023-04-19,16.193226241555987,13.93693474577885,18.780625830931672,4
2023-04-20,16.028623432715307,13.536380138145056,18.471157469126776,4
2023-04-21,15.835432532837523,13.120734685659329,18.44122219553861,4
2023-04-22,15.678375012635234,13.213512224652332,18.39096977435621,4
2023-04-23,16.45770435133625,14.052775703127612,19.114657324636664,4
2023-04-24,16.18599850832157,13.926779556954978,18.749206070686004,4
2023-04-25,15.892349468878262,13.37308762737579,18.479463875324623,4
2023-04-26,15.961910450836122,13.45282413671748,18.591009755568027,4
2023-04-27,15.835598677975552,13.447058699328547,18.34186486361819,4
2023-04-28,15.67677517385432,13.17525698166273,18.073901839951702,4
2023-04-29,15.549256067192607,13.083031023004937,17.82073675863581,4
2023-04-30,16.352553097549894,13.729737536547812,18.91633032192039,4
2023-05-01,16.09868617972681,13.734839532387458,18.43002141207327,5
2023-05-02,15.816387412833635,13.435870685283554,18.274577075670507,5
2023-05-03,15.890656716852476,13.24723700761663,18.232183761217584,5
2023-05-04,15.762466778458089,13.311924961855311,18.321986360586973,5
2023-05-05,15.59543872138136,13.090925089685388,17.9273819866543,5
2023-05-06,15.453843140850918,12.850004009647321,18.051709393354162,5
2023-05-07,16.237824521118142,13.689012338707503,18.764945061052554,5
2023-05-08,15.960192396710163,13.38126793828786,18.361301773757667,5
2023-05-09,15.650599302331274,13.099782739221869,18.113348065155584,5
2023-05-10,15.695066490330996,13.14455719866185,18.164540591102952,5
2023-05-11,15.53565600707733,12.879613310652426,18.048712058563094,5
2023-05-12,15.337111539432149,12.74216743772866,17.855420992056878,5
2023-05-13,15.164823723781849,12.853733451836726,17.737935127625956,5
2023-05-14,15.92001901521123,13.297687907596327,18.43960240386905,5
2023-05-15,15.616516549946008,13.039904170918756,18.019964047966177,5
2023-05-16,15.284874080532903,12.838554062593534,17.808883040329746,5
2023-05-17,15.31188492888079,12.795857148106597,17.684679411346295,5
2023-05-18,15.140225417555316,12.689128238806646,17.564727284399407,5
2023-05-19,14.935075937110064,12.37900321180225,17.364651504584867,5
2023-05-20,14.76207194349206,12.418455383181271,17.2910601978873,5
2023-05-21,15.52248442229694,13.015121923270096,18.21406023967359,5
2023-05-22,15.229974516412764,12.69226402663875,17.6901702731869,5
2023-05-23,14.91474347655428,12.475123999212526,17.543559458076395,5
2023-05-24,14.963039773668324,12.399246386826727,17.569986265298777,5
2023-05-25,14.816822544578026,12.330016952144787,17.41288131336612,5
2023-05-26,14.640404064790959,12.098431037241538,17.11970727453436,5
2023-05-27,14.498426917514594,12.026825544522746,16.841855211619865,5
2023-05-28,15.291074627611968,12.960572333781005,17.769287562645207,5
2023-05-29,15.030859568383745,12.448510603062266,17.632806041317384,5
2023-05-30,14.746808317449908,12.113265373275892,17.263734157341,5
2023-05-31,14.82400525159441,12.565613441143014,17.225452475637088,5
2023-06-01,14.703292467712492,12.059885864868722,17.00387494628873,6
2023-06-02,14.547947636175227,11.983512602189421,16.952985285199794,6
2023-06-03,14.421694396630688,11.84048269135318,16.88142652614903,6
2023-06-04,15.223943065570797,12.61722611957777,17.828240337860077,6
2023-06-05,14.966604553251582,12.38334894559817,17.48951450347564,6
2023-06-06,14.678296871807106,12.2061504758038,17.289650084892436,6
2023-06-07,14.743904369375251,12.245322178133765,17.25367446949125,6
2023-06-08,14.604287281206918,12.109124221081931,17.13277488893516,6
2023-06-09,14.422962881549083,11.854560949255015,16.951194683013522,6
2023-06-10,14.264112707334009,11.708273278899494,16.78677163197988,6
2023-06-11,15.027813672052101,12.459248838106966,17.72247080637897,6
2023-06-12,14.72683620344558,12.256260681082887,17.268553752796677,6
2023-06-13,14.390829203581037,12.002709460329807,16.888354863703714,6
2023-06-14,14.405852551900209,11.830592275472057,17.034385096133523,6
2023-06-15,14.214055480407724,11.705074197793557,16.80071958659198,6
2023-06-16,13.980322974500789,11.547839613865452,16.475898970059053,6
2023-06-17,13.770245646831864,11.077993872036027,16.205728646061907,6
2023-06-18,14.485311957718695,11.976346391751607,16.821602416065364,6
2023-06-19,14.139667019353212,11.65559698049186,16.600132170137165,6
2023-06-20,13.764258902878844,11.156448089533487,16.191570412582895,6
2023-06-21,13.746334274118073,11.020953281393114,16.067056100194737,6
2023-06-22,13.529082745185319,10.968544851327346,16.046833999674142,6
2023-06-23,13.278253076089008,10.904218814646505,15.815163923384398,6
2023-06-24,13.060097548554944,10.587331901133082,15.652492654588624,6
2023-06-25,13.776544129414999,11.353939998137594,16.239642285735254,6
2023-06-26,13.441941252317656,10.982563664744122,15.935825701733245,6
2023-06-27,13.087196558681317,10.37913131126055,15.54446368778855,6
2023-06-28,13.099271663855195,10.771992683537576,15.637264238445212,6
2023-06-29,12.9208323869459,10.36080188059319,15.635314565614955,6
2023-06-30,12.716877439231892,10.222564380418675,15.116304068834436,6
2023-07-01,12.552701567469185,10.071672551073638,15.018108963538127,7
2023-07-02,13.32909226592159,10.770412135913535,15.840954805680784,7
2023-07-03,13.059104218966295,10.59248841679102,15.906038346396942,7
2023-07-04,12.772232003757837,10.220166609904702,15.253090029393627,7
2023-07-05,12.853942185820703,10.418488729995204,15.266986829083246,7
2023-07-06,12.745363217792626,10.389476923664676,15.264393478181303,7
2023-07-07,12.609955041798287,10.050297766610326,15.158313073207495,7
2023-07-08,12.511513262155127,9.803947026884961,14.984144685807225,7
2023-07-09,13.349405869324304,11.007648750897355,15.81490677389977,7
2023-07-10,13.13538557261292,10.512259850666421,15.746587348062876,7
2023-07-11,12.897797226562428,10.363279735274617,15.41850775681058,7
2023-07-12,13.021140528215769,10.5721329170588,15.611565798670455,7
2023-07-13,12.945785555698649,10.407848240304423,15.558617786914322,7
2023-07-14,12.834662347899549,10.177187333764229,15.380362913017827,7
2023-07-15,12.75127884979303,10.292079648733946,15.312158143776893,7
2023-07-16,13.59496483559765,10.950257567345833,16.04834962437673,7
2023-07-17,13.377684681868711,10.892308780805747,16.08733298898131,7
2023-07-18,13.128238478014397,10.655901466780456,15.741381207493875,7
2023-07-19,13.23181184134853,10.738773505299044,15.946419015468285,7
2023-07-20,13.129672378436222,10.716419937061263,15.758147305613562,7
2023-07-21,12.98583453411711,10.395945151113887,15.393103570740097,7
2023-07-22,12.865047848912967,10.381946553740567,15.20671271816548,7
2023-07-23,13.668007067455507,11.134017065014152,16.201469934604575,7
2023-07-24,13.408127911056312,10.913523441064306,16.001119649975035,7
2023-07-25,13.115709026428345,10.6190718366094,15.739832842131468,7
2023-07-26,13.177441556939602,10.65003040947315,15.712090325781224,7
2023-07-27,13.036065381164073,10.64560298068989,15.65810687050894,7
2023-07-28,12.856994856381053,10.306774777494304,15.283772816532542,7
2023-07-29,12.706270146213345,10.376252856120004,15.254570985074878,7
2023-07-30,13.485733566486667,10.891873013384565,15.906805678494258,7
2023-07-31,13.209775659527756,10.755744622784416,15.787362025905164,7
2023-08-01,12.909472287084276,10.608193185546195,15.27105905206414,8
2023-08-02,12.972074826560922,10.558358946666731,15.556014313371291,8
2023-08-03,12.84065299696318,10.376862536639589,15.465581238378242,8
2023-08-04,12.680713464764775,10.14894111457467,14.974330724171168,8
2023-08-05,12.558150444947087,10.044440960235539,15.140856907315088,8
2023-08-06,13.374427688651677,10.978324714947629,15.806679332998842,8
2023-08-07,13.14333634873429,10.571437670459442,15.771857895255975,8
2023-08-08,12.895149626234065,10.528659300018845,15.375917631901746,8
2023-08-09,13.016135739180202,10.611828821249029,15.562685579386557,8
2023-08-10,12.9482280577493,10.472401365766876,15.619967834664624,8
2023-08-11,12.855674754849431,10.389809506295126,15.273752039992303,8
2023-08-12,12.803023291507197,10.51213247442948,15.501519957096228,8
2023-08-13,13.6903381638786,11.221166642583228,16.360832532076042,8
2023-08-14,13.529995398048612,11.106606991006872,16.21831396581518,8
2023-08-15,13.350873678648501,10.799706580710147,16.026610204259715,8
2023-08-16,13.537902652964261,10.967481830112973,16.007780021671575,8
2023-08-17,13.531766300038505,11.018079523269908,16.022866546330814,8
2023-08-18,13.495582831261997,11.045817083555063,15.992664608869706,8
2023-08-19,13.49291565526612,10.988517062257632,15.920379044476833,8
2023-08-20,14.423013164703512,11.908001763020373,16.92794748661834,8
2023-08-21,14.297620296741382,11.772713951909306,16.67478787318324,8
2023-08-22,14.145181367305096,11.562006099327043,16.606010354853446,8
2023-08-23,14.35039449233465,11.93781522921934,17.03385402436678,8
2023-08-24,14.353915419035589,11.669503241217367,16.82128498243728,8
2023-08-25,14.319032328747554,11.777202263571082,16.829563812263928,8
2023-08-26,14.30966639606358,11.711742825249098,16.741213549600467,8
2023-08-27,15.225596260821735,12.72194028264858,17.783785114983054,8
2023-08-28,15.07924989736259,12.555259092517225,17.474145448452045,8
2023-08-29,14.899884030034283,12.301912823074241,17.290307121697804,8
2023-08-30,15.07311215273043,12.381704520947627,17.58861129062399,8
2023-08-31,15.040579792805447,12.56151847347061,17.41835611195419,8
2023-09-01,14.966609446020943,12.470619747631442,17.41602923536156,9
2023-09-02,14.916170854144406,12.319643689848345,17.212821599985297,9
2023-09-03,15.790075664248032,13.518539394578239,18.413678536524255,9
2023-09-04,15.601740806443019,13.087768954646775,18.187039183789487,9
2023-09-05,15.381341536468776,12.838709937670009,17.98844368777115,9
2023-09-06,15.515315921023946,12.944311305933718,18.183445163763906,9
2023-09-07,15.446020028842842,12.985307541051657,18.059849888291026,9
2023-09-08,15.338356762587468,12.81217787077451,17.838703329201618,9
2023-09-09,15.257734384002754,12.82031185339024,17.87088554772307,9
2023-09-10,16.10525401555008,13.846252571977807,18.482904504081702,9
2023-09-11,15.894470557536922,13.50312432561717,18.45668488074535,9
2023-09-12,15.655547926930671,13.0492685776277,18.01268172371296,9
2023-09-13,15.774770216557158,13.246020263355794,18.302884071577093,9
2023-09-14,15.69420772717004,13.149843439402275,18.25338473437314,9
2023-09-15,15.578360377211151,13.15242796805247,17.974244824718788,9
2023-09-16,15.492134007684744,13.145947257793525,18.035882194798795,9
2023-09-17,16.336048243543132,13.840694782158748,19.043694155000445,9
2023-09-18,16.12301966229331,13.622393699837007,18.654458251421733,9
2023-09-19,15.882540443424398,13.438892002981895,18.329020603408345,9
2023-09-20,16.000213343463187,13.352208567650003,18.625542883420316,9
2023-09-21,15.917441197551316,13.549048013438641,18.32485963385905,9
2023-09-22,15.798092726188385,13.367295771320396,18.238159335753853,9
2023-09-23,15.706499485674586,13.262700714885739,18.204845356836902,9
2023-09-24,16.542682012485493,13.991888590808074,19.10161910902798,9
2023-09-25,16.31914838660358,13.74793429155693,18.654985414641825,9
2023-09-26,16.06508496237192,13.672882609116227,18.60972305508162,9
2023-09-27,16.165899798872907,13.579238092882942,18.628857359737406,9
2023-09-28,16.062916798400376,13.403404395100043,18.716730914993395,9
2023-09-29,15.92004226384213,13.319859574115332,18.42644243123227,9
2023-09-30,15.801758770687393,13.351139948161798,18.248868848236196,9
2023-10-01,16.608344582277645,14.038912869721567,19.025744979293588,10
2023-10-02,16.352662125597632,13.773994207538745,18.747679191060744,10
2023-10-03,16.064335671442073,13.478238657911076,18.493405004689052,10
2023-10-04,16.129279235155995,13.597251455098215,18.527197921702893,10
2023-10-05,15.989373263054688,13.45478778271935,18.73801970739822,10
2023-10-06,15.809112425283988,13.32213208187441,18.49659402950035,10
2023-10-07,15.653580054064978,13.287568869412285,18.092309207392425,10
2023-10-08,16.42364811113867,14.075471956716152,18.920529568196866,10
2023-10-09,16.13274684769079,13.521740466322143,18.6894921976328,10
2023-10-10,15.81102491635552,13.422594693075341,18.346456503461635,10
2023-10-11,15.844861517635222,13.4797358990787,18.13240580830355,10
2023-10-12,15.676529644005669,13.200338280077377,18.099807164325018,10
2023-10-13,15.470833157631072,13.084008715898069,18.37923160198948,10
2023-10-14,15.293073559420211,12.75641743097715,17.937828642035438,10
2023-10-15,16.044245546568305,13.362971028554862,18.954106213449037,10
2023-10-16,15.737805623274037,13.186196331120641,18.275488377179553,10
2023-10-17,15.40383451151763,12.94792831822172,17.72727525800689,10
2023-10-18,15.428554818521464,12.866909404985638,18.14677974704294,10
2023-10-19,15.254002790550333,12.88045002028482,17.785358548958715,10
2023-10-20,15.044676555745331,12.521661222743035,17.297183040051788,10
2023-10-21,14.86551629272943,12.45172989737504,17.302024861446135,10
2023-10-22,15.617114927657171,13.190396561304066,18.27750815487131,10
2023-10-23,15.312503073489648,12.807771738697312,17.834917701623517,10
2023-10-24,14.981328369495818,12.364076287455186,17.412884606920283,10
2023-10-25,15.009390070773524,12.598698249370111,17.616033385602968,10
2023-10-26,14.838327112967342,12.348627278535655,17.452866641143213,10
2023-10-27,14.632281473106687,12.111030319629496,17.057068479030693,10
2023-10-28,14.455891723877409,11.830996254272913,16.860002022967414,10
2023-10-29,15.209514904972309,12.508484410640373,17.6642908131468,10
2023-10-30,14.906020023044427,12.319410637962878,17.388769871225865,10
2023-10-31,14.574973026371177,12.165720464295719,17.05154766550846,10
2023-11-01,14.60217389331395,11.876610141368424,17.158126289993685,11
2023-11-02,14.42934395772311,11.979121132190226,16.896546683477503,11
2023-11-03,14.220785302730617,11.623899004258119,16.78852393080032,11
2023-11-04,14.041367243517707,11.668909001959829,16.695705283740978,11
2023-11-05,14.791738255404276,12.072554649526857,17.259518341679637,11
2023-11-06,14.485106993534112,11.74883283380315,16.95716926782012,11
2023-11-07,14.151412676868505,11.736872083827132,16.615297141480625,11
2023-11-08,14.176845980205611,11.75776296634561,16.458493390086748,11
2023-11-09,14.00351912392352,11.531913697451749,16.628254442865934,11
2023-11-10,13.796107602874436,11.409646760734589,16.408305074275564,11
2023-11-11,13.619819208559315,11.071619726034701,16.113617124610986,11
2023-11-12,14.375589336910187,11.907554890246505,16.903087638320553,11
2023-11-13,14.076846845414638,11.434629162598503,16.758185597067317,11
2023-11-14,13.753671310176994,11.185137727377997,16.24099223072669,11
2023-11-15,13.792303345342438,11.248973606055346,16.386734611604023,11
2023-11-16,13.63480711598118,11.073904312079838,16.069582291331468,11
2023-11-17,13.445707834250781,10.87722801831247,16.000502964823756,11
2023-11-18,13.289960135371947,10.630390653743664,15.747065245775632,11
2023-11-19,14.068146452495268,11.672381785542738,16.537817943613348,11
2023-11-20,13.793249659254663,11.333544814223814,16.30639902291085,11
2023-11-21,13.494820711642937,10.982775005166529,16.041553279431888,11
2023-11-22,13.558502710439607,11.082732271053919,16.050073318864225,11
2023-11-23,13.425710157383932,10.961609237224332,16.004333391880802,11
2023-11-24,13.260285729832525,10.661245264364249,15.640187332790596,11
2023-11-25,13.126489911009548,10.734459538896894,15.616168963111082,11
2023-11-26,13.924221957435474,11.358509875157237,16.413204832021112,11
2023-11-27,13.665815775544297,11.141336793567671,16.128478724436956,11
2023-11-28,13.380230704082802,10.801430455449342,15.774377932579682,11
2023-11-29,13.452597872801347,10.99010537935775,16.114272420343482,11
2023-11-30,13.323920167576091,10.690673372477761,15.742330949643407,11
2023-12-01,13.157747414848599,10.612954527983765,15.778559481188625,12
2023-12-02,13.018181464794804,10.58255147077002,15.622224817289204,12
2023-12-03,13.80510907285531,11.239385108152614,16.074904018576603,12
2023-12-04,13.531005664991055,10.693831268027022,16.044386003519836,12
2023-12-05,13.22512960910514,10.713051997898416,15.726353059764904,12
2023-12-06,13.273067414970253,10.681388017834054,15.734017830342442,12
2023-12-07,13.116427781130483,10.694143791177575,15.581941155540608,12
2023-12-08,12.919506132411579,10.353879896422555,15.244643195184038,12
2023-12-09,12.74727450259387,10.393301563188665,15.0791683496634,12
2023-12-10,13.500594979056581,10.998152927212239,15.82161176190167,12
2023-12-11,13.193000247042228,10.872224808626552,15.784923129898884,12
2023-12-12,12.854861432502998,10.22621898014016,15.309188167249626,12
2023-12-13,12.87290435162894,10.43590214590811,15.252130484027257,12
2023-12-14,12.68987286222303,10.158117801674061,15.197010156248911,12
2023-12-15,12.471161806536209,10.108585708349471,15.016519059209221,12
2023-12-16,12.282775291781176,9.709927934992862,14.673541465514445,12
2023-12-17,13.026509436658356,10.475059197295908,15.44453093370837,12
2023-12-18,12.716704026560855,10.244366432011788,15.21295055697101,12
2023-12-19,12.384384147932224,9.810300640901394,14.755736416218936,12
2023-12-20,12.416753721984731,9.893370662819946,14.900652439752777,12
2023-12-21,12.25684036045718,9.518444953688613,14.958731709635574,12
2023-12-22,12.07011465363659,9.673737299285222,14.569277156735485,12
2023-12-23,11.922440130381123,9.425604937377795,14.543123288854657,12
2023-12-24,12.715253368657116,10.015822726210402,15.136989679571819,12
2023-12-25,12.46231889358174,9.994988173324861,15.06312059386261,12
2023-12-26,12.193879963807479,9.54240882292188,14.609257100883825,12
2023-12-27,12.296167029474047,9.759079327029475,14.8469106721432,12
2023-12-28,12.21106298153082,9.631372491821567,14.766685463604189,12
2023-12-29,12.10274784001328,9.677733768432136,14.791800822957919,12
2023-12-30,12.03567850972442,9.540200073299703,14.648159372363315,12
2023-12-31,12.909802337160755,10.196150479187045,15.449956751735925,12
2024-01-01,12.737348247146214,10.193755921152169,15.276674244546674,1
2024-01-02,12.547015610537201,9.88169931886452,15.236608459849826,1
2024-01-03,12.723521611642418,10.179817684112043,15.372510177577897,1
2024-01-04,12.70730518353562,10.240623935414074,15.161910567073667,1
2024-01-05,12.661209099459924,9.978750305556694,15.215210597673904,1
2024-01-06,12.648494811664298,10.073546515016059,15.17280765318282,1
2024-01-07,13.568087786204188,11.033716400154015,15.899900966944768,1
2024-01-08,13.431396207081809,10.884792060359128,15.961863998352804,1
2024-01-09,13.266522402708132,10.503414772800081,15.507473350685462,1
2024-01-10,13.457827095234098,10.817639064633603,16.111217975588904,1
2024-01-11,13.445644023182926,10.7487800600969,16.017319409692195,1
2024-01-12,13.39296617444259,10.869113049129588,15.763112863638996,1
2024-01-13,13.363458047556657,10.760370474031308,15.874547051948076,1
2024-01-14,14.25669170095343,11.859463109367608,16.65419887046462,1
2024-01-15,14.084949660184106,11.468106053692471,16.384286146416887,1
2024-01-16,13.87741441465282,11.299291383004135,16.42498106879348,1
2024-01-17,14.01970515531447,11.480416784588037,16.57428738403287,1
2024-01-18,13.953560013275428,11.192097296715819,16.314080045413967,1
2024-01-19,13.843485885496717,11.41284996032985,16.694735565701258,1
2024-01-20,13.75473123165956,11.166503061676957,16.24820239340193,1
2024-01-21,14.588480658596712,11.793322665518023,17.28167632020271,1
2024-01-22,14.358615480820552,11.878169749099024,16.93237508439751,1
2024-01-23,14.095861137783738,11.818503223356887,16.507140655845816,1
2024-01-24,14.187283267305169,11.88273259755797,16.927920270544302,1
2024-01-25,14.075931809646745,11.639106468166679,16.73804680348269,1
2024-01-26,13.927456278212215,11.304591698508656,16.39969706537968,1
2024-01-27,13.808048536322566,11.212897735569973,16.22196190168747,1
2024-01-28,14.61961273011863,12.126798246602279,17.104528226855763,1
2024-01-29,14.376507254323293,11.857706672238654,16.78705413519756,1
2024-01-30,14.109680154225412,11.773298096864789,16.646598696780003,1
2024-01-31,14.206160105374162,11.70614931627933,16.69170943125549,1
2024-02-01,14.10870249649573,11.526733362750115,16.635164923675045,2
2024-02-02,13.98241370680937,11.662475813394972,16.565361223047784,2
2024-02-03,13.892709677054198,11.442070380859626,16.34119460502411,2
2024-02-04,14.740507995056133,12.263530077803011,17.3463792909585,2
2024-02-05,14.538997765629658,12.11765686842168,17.066322572437272,2
2024-02-06,14.317807900125523,11.84985391486446,16.651496229480788,2
2024-02-07,14.46253505914789,12.060385360510443,16.940117692322545,2
2024-02-08,14.414429751119195,11.956890727633349,16.79704102257517,2
2024-02-09,14.337062568762066,11.76713064782075,16.77781628405053,2
2024-02-10,14.29432549833448,11.849365643032368,16.869734602138127,2
2024-02-11,15.185666335295698,12.748633903419206,17.94857760824136,2
2024-02-12,15.02289929964392,12.4904529353778,17.52275988203082,2
2024-02-13,14.834411353445386,12.249777970354646,17.359709498648606,2
2024-02-14,15.004724396948525,12.440537905108537,17.51731745369017,2
2024-02-15,14.974210894311504,12.582238008019882,17.454249149214757,2
2024-02-16,14.905784091810215,12.384078351599705,17.53707655122561,2
2024-02-17,14.862917099724163,12.298935851598925,17.459737531555888,2
2024-02-18,15.744888382343607,13.236477670687835,18.39630315349184,2
2024-02-19,15.563596448413287,12.999228548077316,18.046669794717644,2
2024-02-20,15.347763140424453,12.852766464781599,17.702681186304655,2
2024-02-21,15.482485794893233,13.112451666298377,17.884999459748506,2
2024-02-22,15.408936117580723,13.02296692704041,17.782673289905425,2
2024-02-23,15.291027418238212,12.929125539594398,17.91772340870347,2
2024-02-24,15.193405133135629,12.841357701634871,17.86550393791312,2
2024-02-25,16.016658993364473,13.351762904487797,18.481000620431903,2
2024-02-26,15.774100578384004,13.314074427085972,18.27485887754298,2
2024-02-27,15.495926706922804,13.006897666841953,18.10716126686564,2
