ds,yhat,yhat_lower,yhat_upper
2016-01-01,4.717783146953259,3.3396102675866253,6.192245136820876
2016-01-02,4.909846976705923,3.4953314474688986,6.30127582973462
2016-01-03,5.5875248079932724,4.100981775040095,7.027401756838381
2016-01-04,5.340676823440906,3.911165755606199,6.780908466191448
2016-01-05,5.27488909038868,3.817423104677329,6.78715317659508
2016-01-06,5.193505870641983,3.6917413354899065,6.567502590191514
2016-01-07,5.200528612965853,3.8255867039818554,6.534136590460889
2016-01-08,4.972843773407769,3.576148647662917,6.339967251734388
2016-01-09,5.177269687131039,3.7781137219711334,6.6022701098364
2016-01-10,5.865648098715173,4.411651588242595,7.379554220272471
2016-01-11,5.627969683299246,4.116870673229194,7.189955638416406
2016-01-12,5.569967854920806,4.238475948524956,6.941371039600775
2016-01-13,5.495143336221677,4.02375670810568,6.875789744876377
2016-01-14,5.507655400409677,4.086818365240853,7.042073678243545
2016-01-15,5.284542177294364,3.8835648404922254,6.86548094112167
2016-01-16,5.49276048460482,4.12022582888766,6.930794638178597
2016-01-17,6.184271013070271,4.748698078023681,7.651417779662035
2016-01-18,5.94915839677876,4.506172042778174,7.468760503817366
2016-01-19,5.893220636192431,4.505339557707006,7.427458673822083
2016-01-20,5.819990486066099,4.3057009734199045,7.216280307980667
2016-01-21,5.833624820268678,4.391870255233065,7.350668556327049
2016-01-22,5.611124426552095,4.052492202540098,6.9811319668181655
2016-01-23,5.8193747121001875,4.342556427355146,7.300983433807561
2016-01-24,6.5102331256911095,5.074311654655621,7.964837510121005
2016-01-25,6.273652763761229,4.813520885806781,7.717124893379018
2016-01-26,6.215276523635791,4.849060917573975,7.615153316755587
2016-01-27,6.138464275218738,4.641672186118878,7.525834916133192
2016-01-28,6.147188889214119,4.645532182239997,7.629584127676756
2016-01-29,5.91826337304876,4.473388476515094,7.290758470595092
2016-01-30,6.118389371182914,4.585590252477749,7.623827987679908
2016-01-31,6.799252595631139,5.339593098689873,8.202464379889907
2016-02-01,6.550654404968249,5.250644691124735,7.988436656119617
2016-02-02,6.478113644203696,5.023512027391798,7.894412705932658
2016-02-03,6.3849009712609135,4.974460270239454,7.79858322016235
2016-02-04,6.374941275044418,4.853903324516231,7.681753008342804
2016-02-05,6.125046222371059,4.700228888349763,7.547380808560151
2016-02-06,6.301967002044283,4.810777313267209,7.7466956135540395
