ds,yhat,yhat_lower,yhat_upper
2016-01-01,0.5179698662331105,0.342378427212615,0.7079166575912926
2016-01-02,0.5936163984123088,0.4229564195451338,0.7748257827037102
2016-01-03,0.7597819899509061,0.5824644599918388,0.935198234247071
2016-01-04,0.7039146435951025,0.5221620168544001,0.8734482682028866
2016-01-05,0.6879650241872741,0.5155593867479175,0.8560028824048869
2016-01-06,0.6701849659794523,0.5025486949549781,0.8523127052149161
2016-01-07,0.6268297420589115,0.45048434332629766,0.7931569965344323
2016-01-08,0.5645129433842013,0.3876503084667412,0.7513623713102238
2016-01-09,0.6429747818977358,0.46976228733854425,0.8188983416370825
2016-01-10,0.8116149804755921,0.6308962532354506,0.9905020030525399
2016-01-11,0.7578568328178694,0.5719082851219024,0.9383310044501537
2016-01-12,0.7436359437009181,0.55690201162613,0.9242852204469473
2016-01-13,0.7271993870827492,0.5271919660451669,0.9036863011869439
2016-01-14,0.6848083241769071,0.5062627806323214,0.8628458792274676
2016-01-15,0.6230929105189804,0.4412752243841098,0.7933712618726573
2016-01-16,0.7018202977812593,0.5296047407715481,0.8707159935177657
2016-01-17,0.8704268946048748,0.6954964095298739,1.0574812415336883
2016-01-18,0.8163814814332637,0.6531897181305769,0.9889979098068831
2016-01-19,0.8016727118252229,0.6213637214286737,0.981666222621896
2016-01-20,0.7846067694922544,0.6063094183311896,0.9606826158153864
2016-01-21,0.7415082637958121,0.5681158435570399,0.9350632147731475
2016-01-22,0.6790732411115858,0.5076801694327377,0.8471314667234727
2016-01-23,0.7571351726021808,0.5891756199877832,0.9302465888553978
2016-01-24,0.9251951422624033,0.734847791718151,1.108249188617783
2016-01-25,0.8707828928689909,0.6925163862327772,1.0554967712509407
2016-01-26,0.8559423261150744,0.670869894510033,1.0364544883587947
2016-01-27,0.8390272891997488,0.6661608525760361,1.0259750535052594
2016-01-28,0.7964007908733495,0.6167445170845647,0.9763439086013027
2016-01-29,0.7347865799664999,0.5548414125125474,0.9186841765808921
2016-01-30,0.8140339961156942,0.6272064534920383,0.9867762267525284
2016-01-31,0.9836473576519709,0.7994451102989593,1.1471039997575563
2016-02-01,0.9311465759156612,0.7353629941950472,1.1116929389830468
2016-02-02,0.918552613310104,0.740713672086947,1.1065879055900458
2016-02-03,0.9041836269560652,0.721556600901943,1.0825977740694768
2016-02-04,0.8643549386228666,0.6780637040208661,1.0454704156362868
2016-02-05,0.8057317495712333,0.6228693077026346,0.9841916020157292
2016-02-06,0.8880954837938219,0.7140879441051712,1.065098846798038
2016-02-07,1.0608749871508725,0.872177765399166,1.2350714285219804
2016-02-08,1.0115092238710874,0.8321067619813141,1.2054843271130535
2016-02-09,1.0019350309077477,0.8348989144007259,1.1818809407616693
2016-02-10,0.9903857076856473,0.8061098539732184,1.1777525313652792
2016-02-11,0.9530935119063357,0.7718649419682923,1.1261738206628455
2016-02-12,0.8966449063490478,0.7197704946684781,1.0736532369793483
2016-02-13,0.9807493649142824,0.7943957721816037,1.166051794380763
2016-02-14,1.1547728908386963,0.9707143657900665,1.330909433567699
2016-02-15,1.1061028169021305,0.9210052979070104,1.2874605341943186
2016-02-16,1.096637381538801,0.9228485822075925,1.2870811292332534
2016-02-17,1.0845857989683585,0.9080154978329759,1.2697595823777363
2016-02-18,1.046171843607227,0.8627131564153984,1.2325252131300042
2016-02-19,0.9879897539502228,0.8100061880628241,1.1694892603978806
2016-02-20,1.0697732364154666,0.8891586904420773,1.250287981224794
2016-02-21,1.2409287073323214,1.0607378493500783,1.41472145035817
2016-02-22,1.1888993417865452,1.010019162046348,1.350719852612041
2016-02-23,1.1756534359964907,0.9866095404624742,1.3519863780177142
2016-02-24,1.1594828278354385,0.9866538091349094,1.3473360677172903
2016-02-25,1.116704435385436,0.9461931504029355,1.2971573258054547
2016-02-26,1.0540137705387864,0.8938979366106103,1.2350576677256593
2016-02-27,1.131251270812035,0.9550053885885169,1.3038130226591647
2016-02-28,1.2979326594070602,1.116218666124163,1.488109486414337
2016-02-29,1.241609981310725,1.0581181463761555,1.4208100401577917
2016-03-01,1.2243569062256259,1.0347406810116562,1.4067673035535297
2016-03-02,1.2045641297054268,1.0230103516321496,1.3856607627167012
2016-03-03,1.1586380193429995,0.977539633137388,1.33613928346275
2016-03-04,1.0933514476455337,0.9103568323909592,1.2778030515404248
2016-03-05,1.1686077345876535,0.9972266766148399,1.347570884374443
2016-03-06,1.3339689825170062,1.1695461890531558,1.515986175763999
2016-03-07,1.2770155145034454,1.0961143648804463,1.4517300898847674
2016-03-08,1.2598300589081188,1.0796826692343409,1.4467742961757122
2016-03-09,1.2407925506055264,1.0653071646146832,1.4267421576615487
2016-03-10,1.1962787205410053,1.0157314860534943,1.371309226633292
2016-03-11,1.133011424990003,0.9424007424625347,1.3215390560761233
2016-03-12,1.21082563166497,1.0302641183126207,1.3935800160192509
2016-03-13,1.379198323932592,1.190548191661952,1.5660520673618255
2016-03-14,1.325609997641597,1.1448595293477306,1.502445477609748
2016-03-15,1.3120313424710532,1.1386256482902934,1.502265310572098
2016-03-16,1.296720914364078,1.1037448899493876,1.471883290442769
2016-03-17,1.2559268955267422,1.0691075109245998,1.4164471535826983
2016-03-18,1.196241808847441,1.0290372160944987,1.3924970865882957
2016-03-19,1.2773710123557183,1.1051686591624492,1.4465165037151222
2016-03-20,1.4486661389603772,1.2551871091216855,1.6174657798610663
2016-03-21,1.397490058128537,1.2100148184423285,1.5764234867133058
2016-03-22,1.3857068545078948,1.19429340427144,1.5654260012351708
2016-03-23,1.3714825368295243,1.1865602021229569,1.5644547653624272
2016-03-24,1.3309894866872047,1.1418556382144534,1.501518061061029
2016-03-25,1.2707634360257363,1.1002839303486354,1.4576841108336533
2016-03-26,1.3504737320725395,1.1797206357385897,1.5377154231124963
2016-03-27,1.5194580011722174,1.3491438983417052,1.7123597011685678
2016-03-28,1.4650877491699563,1.2860277951660428,1.6453389024424123
2016-03-29,1.4492583702690776,1.255364165388598,1.6277919678247141
2016-03-30,1.4301892713750621,1.2677066153092822,1.6117369091131208
2016-03-31,1.384127132238972,1.2062993292705575,1.5699359006408393
2016-04-01,1.3177011178183335,1.1362839236440265,1.503503254381267
2016-04-02,1.3906908454007325,1.1995763052987232,1.5593751105274591
2016-04-03,1.5525582768697668,1.3718670236440362,1.7340419938145162
2016-04-04,1.4908101462288652,1.312896396618381,1.6675825788465393
2016-04-05,1.4674844784070502,1.2970694006266923,1.647013258189869
2016-04-06,1.4409469997860556,1.2535988486916245,1.6312624649743823
2016-04-07,1.3875905609708663,1.2096204600438045,1.561063083563766
2016-04-08,1.3141864924484563,1.1501769271071545,1.4854691553129837
2016-04-09,1.3806488010255407,1.1849166770388746,1.5642671847985168
2016-04-10,1.5365624809602145,1.3698039150098913,1.7203715586900807
2016-04-11,1.4695426487259886,1.2949116455815826,1.6403330344464027
2016-04-12,1.441718148743162,1.259590766800886,1.6131329411372801
2016-04-13,1.4115255117628598,1.237530937233439,1.571324953132017
2016-04-14,1.3554064552600786,1.1825489662300053,1.528021061010254
2016-04-15,1.2801579008213222,1.093423340568604,1.4694328730586497
2016-04-16,1.3456954556536616,1.1636855217960675,1.5238634804866293
2016-04-17,1.5015816521776522,1.3121073040520093,1.6696682949459238
2016-04-18,1.435385659786339,1.2459268120243745,1.6102720571536828
2016-04-19,1.4091681012446258,1.2337672927396268,1.5926979201986373
2016-04-20,1.3812768238483917,1.2088019754598047,1.551646798490765
2016-04-21,1.3280467663028301,1.1423976350401703,1.5102135685846987
2016-04-22,1.2561528326456057,1.0736176234674957,1.4161902949968752
2016-04-23,1.3253766421988546,1.1437215242499092,1.4926546999118884
2016-04-24,1.4851383619868201,1.3039876258530538,1.665582449830907
2016-04-25,1.4228602362953775,1.2498731044056302,1.6149410683728502
2016-04-26,1.40045534227238,1.211653224726829,1.5707221531352031
2016-04-27,1.3761273138290293,1.205515832294569,1.5509022625022684
2016-04-28,1.3260740667149935,1.1353161309957658,1.5106373482759927
2016-04-29,1.256844330608718,1.0673886373839487,1.4217679763299158
2016-04-30,1.3281077573194595,1.156046083221273,1.493850699248375
2016-05-01,1.4891897200148927,1.2996330028257619,1.6668410209530165
2016-05-02,1.4274373375827891,1.2457591448147305,1.6064444247638978
2016-05-03,1.4047101856378958,1.2188404731382463,1.5890826869641572
2016-05-04,1.3791813841541933,1.1963315116493585,1.5437052076121918
2016-05-05,1.3270420588318923,1.1505836958016842,1.5163406627860325
2016-05-06,1.2548579638322983,1.0795216760101154,1.4484375584135352
2016-05-07,1.3223390347760873,1.1363404226186335,1.5038926282545741
2016-05-08,1.4788730047506455,1.2996449524456446,1.6486162506222197
2016-05-09,1.4118896527205549,1.239883881612073,1.587776981006815
2016-05-10,1.3833491976357815,1.1998089776721392,1.5685339076362714
2016-05-11,1.351540594934216,1.1879465505181805,1.5295176911730728
2016-05-12,1.292782812351361,1.108857112502197,1.4829018036841441
2016-05-13,1.2137779632242574,1.0391357708210718,1.4146222493726368
2016-05-14,1.2743771649438949,1.1031400830872014,1.450434333919193
2016-05-15,1.4241103594036315,1.256261498331598,1.5972827250412938
2016-05-16,1.3505467713634132,1.1886534410585787,1.5477269113771397
2016-05-17,1.3157796238889763,1.145416202361328,1.490688664264238
2016-05-18,1.2782209698006401,1.0991785704955672,1.4561949416987054
2016-05-19,1.2142998117231172,1.0408141037797833,1.404138363952713
2016-05-20,1.1308124753518307,0.9529861567947308,1.3228118239174858
